0,1,2,3,4,5,6,7,8
,0.2617198242613275,0.46381829798635577,,0.30146412461987027,,0.04047139275742092,,0.2945182405066766
0.10094639486648858,0.08180970587248887,0.34961561450153544,0.11999574381439464,0.09392615033873669,0.09750765132823103,0.03142017460046738,0.11142857142857143,0.5819094699909415
,0.08872656538216454,0.2698530472598363,0.15871171278323618,0.14675482655665134,0.08795478972441095,0.028136776689960764,0.08285714285714285,
,0.08944159372170239,,0.11727406910563555,,0.1104322876871168,,0.11714285714285715,0.6160447584277655
,,0.3747810136235289,0.16684971793021244,,0.0791543499230983,0.026630002198244674,,
,0.2540322634738572,0.5237535810713329,0.33061175147330035,0.26550455191064354,,0.04023457885114958,,0.3784003653341785
0.13304492088138914,0.09916825971761077,0.3334776067107731,,0.1367011051102478,0.12839295978939252,,0.07428571428571429,
0.11063774395403113,0.08111278800684174,0.3163090747954409,0.17080841621706988,0.11102411400273704,0.10868363964539077,0.029838457804415124,0.21714285714285714,0.5693448689762908
,0.18072978502196735,0.5171170057091036,0.24457858609402766,0.1794596356116075,,0.032057184187324804,,0.5449742843667416
,,0.541499206496424,0.5170371377263222,0.2698998430236616,0.35340803647215513,0.04078796264248831,0.4685714285714286,0.3798352502564078
0.16169073276864,0.12096723345742362,0.3458232857231188,0.2261664051582295,,,0.03771778219482225,,0.4566253003900392
,0.36426736425529066,0.5791133370432201,,,,0.05136001877144268,0.2885714285714286,
0.29789056885969045,0.29264312305060874,0.531379459593149,0.3606696695801668,0.31178805430965933,,0.04410024259975421,,
,0.19200389039809507,0.5836270327088356,0.12586721870805267,,0.16764000129934878,,0.04285714285714286,0.5279602923671609
0.14173501740702416,0.06484689941979409,,0.18733762498715203,0.1389850671482466,0.12570952210799566,,,
,0.19544689271221116,0.5805766813001092,,0.17548641490246103,,0.033123649044622484,0.10857142857142857,
0.12034423535943743,0.11667974645336555,0.44741235392320533,0.14844032245619787,0.13006076192050467,0.10535458804288414,,,0.5892935125733352
0.23280782406220568,0.19990676459737733,0.43451019188359197,,0.24331315803497322,0.22436469612892931,0.040128583627258504,0.38,0.3597244022768505
0.23042490140889965,0.1654344836838046,0.3438652898864363,,0.23329075075381467,0.23574105956243016,0.04200846508250214,0.2742857142857143,
0.3151607808654233,0.17660931683267939,0.24835631402131117,0.46535289433155735,,,0.04631104057767114,0.19428571428571428,0.29966136715835395
0.08533174294719979,,0.31659762155032045,,0.08027866572010142,0.10051945704169354,0.03357188708403364,0.06285714285714286,
0.25999226944824844,0.2340919609618674,,,0.2721959916005748,0.3185215811944688,0.04377687693897875,0.2885714285714286,0.35577410169965246
0.2908321234975566,0.3494127511151357,0.6765184772975534,0.35480348706389764,0.29852120958115475,0.3015294182448341,0.04514282785629993,0.27714285714285714,0.37160774488494713
0.15173293201763416,,0.44141470351820933,0.16408848966412617,0.15975806676036547,0.1462837212783897,0.02936294227639798,0.1,
0.03649564259879366,0.05165979139417112,0.4516993342814155,,,,0.013097913819559132,,0.7261465978254631
0.10620954577031229,0.11136935305362712,,0.1200191416933769,,0.08805330013403065,0.023252029742467477,0.12285714285714286,0.6286243321546481
,0.08608377771070197,0.33090129639934873,0.15497612998524535,,0.08838537554710352,0.030974390591173025,,0.5761275076173673
0.14495820587442237,0.1616950062045142,0.5483212762010758,0.16469655597148686,,0.13888308262022153,0.039277318334049564,,0.4243042055853207
,0.22217996444981053,,,0.30626335008325567,,0.051125092580645806,0.6142857142857143,0.26365948059661276
0.17944788983830923,0.17659321863366534,0.4934767822914734,,0.1812401452029514,0.20088461641670677,,,0.439182090639809
0.13093854477012234,,0.2939467012922772,,0.13468668187636934,0.13406525273039782,0.036204872627814154,,0.5216817350378935
0.3283266277659635,0.23080725760472215,0.3465034316453348,0.33325515470594014,,0.30345372552952,,,0.3408063803717725
,0.21405708153067043,,0.32697393838391403,,0.2589580917650947,,0.08857142857142856,0.41563999610709484
0.0760266557925343,0.10153469497266661,0.5614501535480946,0.07335931426387625,,,,,0.7043588060759267
0.176501779222349,0.2059429184693296,0.6016818153712978,,0.18138102279920115,0.1641480014744784,0.038411234474366104,,0.4963953195301563
0.3080837396743339,,,,0.30962577413899717,0.31125687983989764,,0.02857142857142857,0.4513698783966222
,,0.6197984294812341,0.23886031159846782,0.18970217902767478,0.20276655363273907,0.030897560571362396,0.26857142857142857,0.5361952840947373
0.05309029470404075,0.01796827313277661,0.12450792473051789,0.09249320834780611,,0.05112813838629356,0.024240060021801228,0.03428571428571429,0.6971619223964327
,,0.48892186566087514,0.15088790772545038,0.09982093453751739,0.11934483162840884,0.024915201461242795,0.07714285714285714,0.5873071327505621
0.09359572933505302,,0.45594509367464287,0.12572404597237544,0.09540581872194781,,0.030208921966278418,0.037142857142857144,
,0.21925210450414195,0.36416661514046034,0.49166436633947697,0.3036078391415122,,0.04322717419281523,,0.34693770603075896
0.2849213064366805,0.4052225240634538,0.821966652239329,,0.2863210621055808,0.35154551887092245,0.04808398295128647,0.4,0.3255392047992534
0.119457214318257,0.13273769996981588,0.522145963437004,0.1641539480160409,,0.1152169276898285,0.03029481302036647,,0.5405748024225849
0.1360000637571278,0.1054579602240333,,,,0.14558814598465922,,,0.5491441847233418
,0.36744139249421476,0.43477812815598005,,,0.46823445336255937,,0.6571428571428571,0.19602524399282312
0.6061828474730261,,0.5164162493043961,,,0.6952497503696788,,0.43142857142857144,
,0.4199530469195426,0.7605680248974628,0.42161278794363,0.325250066386874,0.389689173176357,0.05294749309969205,0.5057142857142857,0.2404417948289243
0.3213797573775631,0.32797330381996853,0.5622539623652589,0.2373856881302281,0.3201000137782859,0.3101058263081406,0.0493849020705124,0.41714285714285715,0.2688450299329473
