0,1,2,3,4,5,6,7,8,9,10
0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,,,0.606299212598425,,0.15384615384615397
0.2831858407079646,,0.0,0.11643835616438356,,,0.215547703180212,0.4941262848751933,0.3622047244094486,0.2095808383233533,0.2153846153846155
0.2831858407079646,0.4383561643835616,,0.0958904109589041,,0.19718309859154928,,0.5088105726872243,,,0.2153846153846155
0.24778761061946908,,,0.0684931506849315,0.10684474123539231,,0.0989399293286219,,,0.13772455089820365,0.15384615384615397
0.24778761061946908,,,0.06164383561643835,,0.16901408450704225,,0.567547723935391,,0.13772455089820365,
0.2920353982300885,0.3287671232876712,0.06,0.04794520547945205,0.0951585976627713,0.19718309859154928,0.1872791519434629,0.4647577092511028,0.44094488188976344,,
,0.363013698630137,0.0,0.02054794520547945,,,0.053003533568904596,0.3325991189427384,0.5118110236220472,,
0.2831858407079646,0.3150684931506849,0.02,,,,,0.4941262848751933,0.48818897637795233,,
0.256637168141593,0.2602739726027397,,,0.09849749582637728,0.22535211267605634,0.3392226148409894,0.567547723935391,0.4803149606299213,0.281437125748503,0.32307692307692304
,0.3150684931506849,0.08,0.06164383561643835,0.1419031719532554,,0.20848056537102472,0.42804698972099686,0.4251968503937005,,0.12307692307692308
0.256637168141593,0.2602739726027397,0.36,,0.09849749582637728,0.22535211267605634,,0.567547723935391,,0.281437125748503,
0.08849557522123891,0.3390410958904109,0.0,0.04794520547945205,,0.2112676056338028,,0.31057268722466347,0.6614173228346458,0.1137724550898204,0.23076923076923084
0.2831858407079646,,0.29,0.04794520547945205,0.17028380634390652,0.11267605633802817,0.0812720848056537,0.5381791483113005,0.4094488188976375,0.7365269461077846,0.10769230769230775
0.38053097345132747,,,0.20547945205479448,0.26377295492487485,,,,0.3385826771653542,0.35928143712574856,0.12307692307692308
0.34513274336283184,0.10958904109589043,0.56,,,0.47887323943661975,0.34275618374558303,0.5014684287812088,0.44094488188976344,0.25149700598802394,0.32307692307692304
0.3097345132743363,0.30136986301369867,0.28,0.0547945205479452,,,0.17667844522968196,0.4941262848751933,,0.5688622754491018,0.13846153846153864
,0.32191780821917804,,0.23972602739726026,0.12353923205342235,,0.0812720848056537,0.5381791483113005,0.5039370078740153,0.10179640718562874,
,0.136986301369863,0.51,0.06164383561643835,,0.22535211267605634,0.17667844522968196,,0.23622047244094446,0.4491017964071857,
,0.0684931506849315,0.48,0.06164383561643835,0.10851419031719531,0.3943661971830986,,0.4941262848751933,0.5118110236220472,,0.15384615384615397
0.2654867256637168,0.18493150684931509,,0.0958904109589041,0.11686143572621036,0.3098591549295775,0.2296819787985866,0.5969162995594672,,0.1916167664670659,
,0.1917808219178082,,0.10273972602739725,0.12186978297161938,,0.12014134275618375,0.4941262848751933,0.5433070866141732,,0.19999999999999996
0.1504424778761062,,0.16,,,0.14084507042253522,,0.3986784140969206,0.47244094488188937,0.13772455089820365,0.13846153846153864
0.2654867256637168,0.19863013698630133,0.24,,0.11352253756260433,,0.0176678445229682,0.4500734214390576,,,0.1692307692307693
,0.40410958904109584,0.0,0.0684931506849315,0.11352253756260433,0.18309859154929578,0.10247349823321555,0.5234948604992695,0.5748031496062991,0.1317365269461078,
0.2831858407079646,,0.0,0.07534246575342465,0.11686143572621036,0.09859154929577466,0.0353356890459364,0.4647577092511028,0.5039370078740153,0.155688622754491,0.2153846153846155
0.20353982300884965,0.386986301369863,0.0,0.1095890410958904,,0.295774647887324,,0.47944199706314805,0.5669291338582676,,0.33846153846153837
,0.3664383561643836,0.12,0.0958904109589041,,0.19718309859154928,,0.47944199706314805,0.3385826771653542,0.1976047904191617,0.2153846153846155
0.20353982300884965,0.3321917808219178,,0.6712328767123287,,0.5492957746478874,0.27208480565371024,,0.5590551181102361,,
0.2831858407079646,0.3595890410958904,0.0,0.31506849315068486,,,0.04240282685512367,0.6262848751835577,0.5196850393700787,,0.18461538461538463
0.2831858407079646,,0.14,,0.12353923205342235,0.02816901408450704,0.03180212014134276,0.5455212922173303,,0.1616766467065868,
0.23893805309734517,0.226027397260274,0.36,0.34246575342465757,0.1035058430717863,0.15492957746478872,0.28621908127208484,0.567547723935391,0.46456692913385833,,
,,0.36,0.34246575342465757,,,0.28621908127208484,,0.46456692913385833,0.29940119760479045,0.32307692307692304
,0.33561643835616434,,,0.12687813021702837,0.22535211267605634,0.1413427561837456,,,,
0.3097345132743363,0.3698630136986301,0.22,,0.0951585976627713,,,0.4941262848751933,0.44094488188976344,0.5209580838323353,0.2923076923076924
,0.3767123287671233,0.02,0.06164383561643835,0.06343906510851419,,0.0176678445229682,0.4500734214390576,0.5826771653543306,0.1137724550898204,
0.0,0.273972602739726,0.15,0.0821917808219178,0.07011686143572621,0.09859154929577466,,0.24449339207048126,,0.13772455089820365,0.723076923076923
0.2743362831858408,,,,0.17028380634390652,0.295774647887324,0.38162544169611307,0.5088105726872243,0.40157480314960603,0.2395209580838323,0.12307692307692308
0.15929203539823011,0.1917808219178082,0.23,0.04794520547945205,0.09015025041736227,,,,,0.13772455089820365,
0.08849557522123891,0.13013698630136986,,,,0.15492957746478872,,,,0.1497005988023952,
,0.3698630136986301,,0.0547945205479452,0.1035058430717863,,0.06007067137809187,0.516152716593254,0.3228346456692912,0.24550898203592816,0.12307692307692308
0.17699115044247782,0.273972602739726,0.04,0.08904109589041095,,0.09859154929577466,0.03180212014134276,0.40602055800295034,0.5196850393700787,0.17964071856287425,0.15384615384615397
0.17699115044247782,,,0.0821917808219178,0.09348914858096828,0.07042253521126761,0.028268551236749116,,0.5118110236220472,0.18562874251497005,
0.35398230088495575,,0.36,0.14383561643835616,0.11519198664440736,0.4084507042253521,0.3992932862190813,0.5088105726872243,,,0.15384615384615397
0.49557522123893805,0.2054794520547945,,,,0.04225352112676056,0.014134275618374562,,0.23622047244094446,0.17964071856287425,
0.256637168141593,,0.12,0.28767123287671226,0.1652754590984975,0.6901408450704226,,,,0.26347305389221565,0.15384615384615397
0.2831858407079646,0.32191780821917804,0.18,0.0958904109589041,0.10684474123539231,0.22535211267605634,0.16961130742049468,0.5455212922173303,0.5433070866141732,,0.24615384615384617
,0.39041095890410954,,,,0.26760563380281693,,,0.3700787401574801,,0.13846153846153864
0.256637168141593,,0.16,,0.12186978297161938,0.15492957746478872,0.10247349823321555,0.4941262848751933,,,
0.21238938053097345,0.4212328767123288,0.05,,,,0.16961130742049468,0.47944199706314805,0.5118110236220472,0.1437125748502994,0.2153846153846155
0.23008849557522126,,,0.2568493150684932,,0.04225352112676056,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.3846153846153846
,0.41438356164383555,0.05,0.2568493150684932,0.12353923205342235,0.04225352112676056,,0.4500734214390576,0.5275590551181102,0.035928143712574856,
0.256637168141593,0.273972602739726,0.11,0.0410958904109589,,,0.11660777385159012,0.4941262848751933,0.5354330708661417,0.1497005988023952,0.18461538461538463
0.17699115044247782,0.40068493150684925,0.07,0.04794520547945205,0.10684474123539231,0.07042253521126761,,,,,0.3538461538461537
,0.40068493150684925,,0.0684931506849315,0.1035058430717863,0.09859154929577466,0.04593639575971732,0.4500734214390576,0.47244094488188937,,0.32307692307692304
,0.3493150684931507,,,0.10684474123539231,0.19718309859154928,0.07420494699646643,0.48678414096916356,0.4566929133858264,,0.1692307692307693
0.2743362831858408,,0.23,0.0821917808219178,,0.22535211267605634,0.31802120141342755,0.4500734214390576,,0.08982035928143708,
0.2743362831858408,0.39041095890410954,0.22,,,,0.31095406360424027,0.4427312775330421,0.44881889763779537,,0.1692307692307693
0.3716814159292037,0.19863013698630133,0.64,0.08904109589041095,,,,0.6262848751835577,,0.1976047904191617,0.32307692307692304
0.3716814159292037,0.19863013698630133,,,,0.11267605633802817,0.12720848056537104,,0.6299212598425195,0.1976047904191617,0.32307692307692304
,0.43150684931506844,0.12,,0.12353923205342235,,,,,0.1137724550898204,0.2615384615384615
0.1415929203539823,,,0.04794520547945205,0.0951585976627713,,0.03180212014134276,0.42070484581498135,0.5275590551181102,0.13772455089820365,0.12307692307692308
0.1504424778761062,0.1232876712328767,,,0.0951585976627713,,0.19434628975265017,0.42804698972099686,,0.2694610778443114,0.2923076923076924
0.20353982300884965,0.2945205479452055,0.15,0.08904109589041095,0.10684474123539231,,,0.4427312775330421,,0.155688622754491,0.2615384615384615
0.35398230088495575,0.25342465753424653,,0.0684931506849315,0.16360601001669448,0.26760563380281693,0.45936395759717313,0.5234948604992695,0.14960629921259816,,0.23076923076923084
0.2743362831858408,0.25342465753424653,,0.0684931506849315,0.08347245409015025,0.11267605633802817,0.08833922261484099,0.47944199706314805,,0.18562874251497005,
,0.18493150684931509,0.44,0.0821917808219178,0.15859766277128548,0.46478873239436624,,0.567547723935391,,0.532934131736527,0.1692307692307693
0.21238938053097345,0.3424657534246575,,,0.10684474123539231,,0.0636042402826855,0.567547723935391,,,0.0923076923076922
,,0.26,,,0.5774647887323944,,,,0.125748502994012,0.1692307692307693
0.2743362831858408,,0.26,0.0684931506849315,0.08347245409015025,0.11267605633802817,0.08833922261484099,0.47944199706314805,,0.18562874251497005,0.18461538461538463
0.008849557522123963,,,0.0958904109589041,0.07679465776293823,0.22535211267605634,0.35335689045936397,,0.8740157480314963,0.1616766467065868,
,0.4486301369863014,0.0,0.14383561643835616,0.15025041736227043,0.09859154929577466,0.06007067137809187,0.47209985315713254,0.5590551181102361,,0.3538461538461537
0.2654867256637168,0.5342465753424658,0.06,,0.11185308848080133,0.056338028169014086,0.014134275618374562,0.48678414096916356,,0.13772455089820365,0.2153846153846155
