0,1,2,3,4,5,6,7,8,9,10
0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,,,,,0.15384615384615397
,0.5205479452054794,0.0,0.11643835616438356,0.14357262103505844,0.33802816901408456,,,,,0.2153846153846155
,0.4383561643835616,0.04,0.0958904109589041,0.1335559265442404,,0.16961130742049468,0.5088105726872243,0.4094488188976375,,0.2153846153846155
0.5840707964601769,0.10958904109589043,0.56,0.0684931506849315,0.10517529215358931,0.22535211267605634,,,0.3307086614173227,0.1497005988023952,0.2153846153846155
,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,,,0.567547723935391,0.606299212598425,,
,0.3698630136986301,,,0.10517529215358931,,,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397
0.2831858407079646,0.3150684931506849,0.02,,0.10183639398998329,,,,0.48818897637795233,,0.1692307692307693
,,0.08,0.06164383561643835,0.1419031719532554,0.19718309859154928,,,0.4251968503937005,,
0.38053097345132747,,0.19,0.20547945205479448,0.26377295492487485,,,0.6262848751835577,,,
,0.30136986301369867,,,0.5943238731218697,0.2112676056338028,,,,,
0.24778761061946908,,0.08,,,,,0.5381791483113005,,0.10179640718562874,
0.2920353982300885,0.136986301369863,0.51,,,0.22535211267605634,0.17667844522968196,,0.23622047244094446,,
0.38053097345132747,0.0684931506849315,,,,0.3943661971830986,0.19081272084805656,,,0.1197604790419162,0.15384615384615397
,,,,,0.3098591549295775,,,,,
0.2920353982300885,0.21232876712328763,,,,,0.10954063604240281,0.47944199706314805,,,
0.34513274336283184,0.25342465753424653,0.11,,,,0.215547703180212,0.4941262848751933,0.3385826771653542,,
0.20353982300884965,0.1917808219178082,0.14,,,,,0.4941262848751933,0.5433070866141732,0.17964071856287425,0.19999999999999996
,,,0.04794520547945205,0.15692821368948245,0.1267605633802817,0.10954063604240281,,0.3385826771653542,0.34730538922155696,0.1692307692307693
,,0.0,0.07534246575342465,0.11686143572621036,,0.0353356890459364,,,0.155688622754491,0.2153846153846155
0.18584070796460184,,0.07,,,,0.26855123674911663,,,,0.2615384615384615
0.20353982300884965,,0.0,0.1095890410958904,0.15525876460767946,0.295774647887324,,0.47944199706314805,,0.1437125748502994,0.33846153846153837
,,0.12,,0.10183639398998329,0.5492957746478874,,0.6776798825256947,,,
0.05309734513274339,,0.25,0.06164383561643835,,0.16901408450704225,0.15547703180212014,0.41336270190896585,0.5039370078740153,0.1317365269461078,0.12307692307692308
0.2831858407079646,,0.0,0.31506849315068486,0.12353923205342235,,,,,,0.18461538461538463
0.2831858407079646,0.3287671232876712,0.14,0.10273972602739725,,,,,,,0.36923076923076925
0.3097345132743363,0.1780821917808219,0.28,,,0.16901408450704225,,0.4941262848751933,,,0.19999999999999996
,0.33561643835616434,0.3,,0.12687813021702837,0.22535211267605634,0.1413427561837456,0.55286343612336,,,
0.256637168141593,0.25342465753424653,0.2,0.11643835616438356,,,,0.4941262848751933,0.3700787401574801,,
0.3097345132743363,,0.22,0.08904109589041095,,,,0.4941262848751933,0.44094488188976344,,
,,,0.06164383561643835,0.06343906510851419,,0.0176678445229682,0.4500734214390576,,0.1137724550898204,
0.36283185840707965,,,0.04794520547945205,0.1686143572621035,0.15492957746478872,0.10954063604240281,,0.40157480314960603,,
,0.13013698630136986,,0.03424657534246575,,0.15492957746478872,,,,0.1497005988023952,
0.3716814159292037,0.3698630136986301,0.26,,0.1035058430717863,,0.06007067137809187,0.516152716593254,,0.24550898203592816,0.12307692307692308
,,,0.08904109589041095,0.0951585976627713,,0.03180212014134276,0.40602055800295034,0.5196850393700787,0.17964071856287425,0.15384615384615397
,0.1780821917808219,,,0.11519198664440736,0.4084507042253521,,,0.3622047244094486,,
,0.2671232876712329,,,0.16360601001669448,,,,,,
,,0.04,,,0.33802816901408456,0.13780918727915192,,0.47244094488188937,0.1197604790419162,0.1692307692307693
,,,0.17123287671232876,,0.04225352112676056,,,,0.17964071856287425,0.18461538461538463
,0.3493150684931507,,,,,,0.604258443465497,0.4094488188976375,0.26347305389221565,0.15384615384615397
,,,0.0958904109589041,,,0.16961130742049468,,0.5433070866141732,0.155688622754491,
,,,,,0.11267605633802817,,0.4500734214390576,,0.125748502994012,0.15384615384615397
0.2743362831858408,0.39041095890410954,0.49,0.06164383561643835,0.17195325542570952,,,0.4941262848751933,,0.2275449101796407,
0.23008849557522126,0.41438356164383555,,,0.12353923205342235,,,0.4500734214390576,,,
,,,0.0410958904109589,,0.14084507042253522,,0.4941262848751933,,,0.18461538461538463
,,,0.07534246575342465,,0.36619718309859156,,0.5014684287812088,0.4251968503937005,,0.3538461538461537
,0.40068493150684925,0.05,,,0.09859154929577466,0.04593639575971732,,0.47244094488188937,,
,0.3767123287671233,0.23,0.0821917808219178,0.12687813021702837,,0.31802120141342755,0.4500734214390576,0.4566929133858264,,0.1692307692307693
,,,,0.13689482470784642,0.3802816901408451,,,,0.2934131736526946,0.18461538461538463
,,,0.08904109589041095,0.1352253756260434,,,0.6262848751835577,,,0.32307692307692304
,0.45547945205479456,0.0,,,,,,0.6141732283464565,,0.3538461538461537
,,0.12,0.07534246575342465,,,0.26148409893992935,,,,0.2615384615384615
0.32743362831858414,,0.2,,,0.36619718309859156,0.3992932862190813,0.5234948604992695,,0.47305389221556904,0.10769230769230775
,0.226027397260274,0.2,,,,0.03180212014134276,0.42070484581498135,0.5275590551181102,0.13772455089820365,
,,,0.0684931506849315,,,,,,,
0.24778761061946908,,,,,,,,,0.1437125748502994,
,,0.26,0.06164383561643835,,0.2112676056338028,,0.5014684287812088,,0.4850299401197605,0.15384615384615397
0.1504424778761062,,,0.06164383561643835,,0.23943661971830985,0.19434628975265017,0.42804698972099686,0.5511811023622046,0.2694610778443114,
0.20353982300884965,0.2945205479452055,,,0.10684474123539231,0.25352112676056343,,,,,0.2615384615384615
,,,,,0.26760563380281693,,,,,0.23076923076923084
,0.3424657534246575,0.08,0.06164383561643835,0.10684474123539231,,0.0636042402826855,,0.5826771653543306,0.1197604790419162,
0.2920353982300885,0.273972602739726,0.26,,0.11185308848080133,,0.47349823321554774,0.4647577092511028,,0.125748502994012,0.1692307692307693
,,,0.07534246575342465,0.16360601001669448,0.25352112676056343,,0.5234948604992695,,0.9880239520958084,
0.2743362831858408,0.25342465753424653,,0.0684931506849315,0.08347245409015025,0.11267605633802817,0.08833922261484099,0.47944199706314805,,,
,,,0.0958904109589041,0.07679465776293823,,,0.22980910425845025,0.8740157480314963,0.1616766467065868,0.6923076923076923
,0.2602739726027397,,,,,0.05653710247349823,0.4574155653450873,,,0.12307692307692308
,0.5342465753424658,0.06,0.1095890410958904,,,0.014134275618374562,,0.5118110236220472,0.13772455089820365,
