0,1,2,3,4,5,6,7
,,0.0,0.3210862619808308,0.07763975155279502,0.6947674418604652,,
,,,0.3210862619808308,,,,
,0.3964941569282137,,0.8482428115015974,,,,
,,,,,0.3808139534883721,,
,,,0.560702875399361,,,,
,,0.0,,,0.3808139534883721,0.0,
,,,,0.0,,0.0,
0.8515981735159817,0.0,0.0,,,,,0.07417582417582418
,,,0.560702875399361,,,,
0.22054794520547943,0.3683917640511965,,,,,,0.07417582417582418
0.7431506849315068,,,0.8482428115015974,0.0,,,
0.2009132420091324,,0.0,,,,,
0.4611872146118721,,,,,,,
,,,,,,,
,,,,,,0.19066733567486205,
0.8515981735159817,,,0.8482428115015974,0.0,,,
,0.13216471897607124,0.0,,0.0,0.3808139534883721,,
,0.5826377295492489,,,,,,
,,0.0,,,,0.5341194179628699,0.005494505494505494
,,,,,0.7151162790697674,,
,0.0,,,,,,1.0
,0.0,,,0.0,,0.19066733567486205,
,,,,,0.3808139534883721,0.19066733567486205,
0.4611872146118721,,,,,,0.19066733567486205,
,,,0.560702875399361,,,,
,,,,,,,
,,0.0,,,,,
0.5262557077625571,,,0.8482428115015974,,,,
,,,,,0.3808139534883721,,0.24450549450549453
,,0.0,,0.0,,,
,,0.0,0.8482428115015974,0.0,,,0.24450549450549453
0.3093607305936073,0.6608235948803562,0.0,,,,0.0,1.0
,,0.0,,,0.3808139534883721,,0.4917582417582418
,,0.0,,,0.3808139534883721,,
,0.13216471897607124,0.0,0.8482428115015974,,,,
,,,,,,,
,,,0.8482428115015974,,,0.0,
,,0.0,,,,,0.4917582417582418
0.3093607305936073,,0.0,0.8482428115015974,,,,
,,,,,,,0.4917582417582418
,0.3964941569282137,0.0,0.8482428115015974,,,,
,,0.0,0.8482428115015974,,0.3808139534883721,0.19066733567486205,
0.37442922374429216,,0.0,,,,,0.739010989010989
,,,,,,,
0.37442922374429216,0.31719532554257096,,,,0.3808139534883721,0.19066733567486205,
,,0.0,,,,,
,,,0.8482428115015974,,,,
,,,,0.0,,,
,0.0,,,0.0,,,
0.6210045662100456,0.5264329437952143,,,,,,
,,,,,,,0.005494505494505494
,0.29577072899276574,,0.23642172523961658,,,,
0.8515981735159817,,,0.4736421725239617,0.2763975155279503,,,
,,,,,,0.751881585549423,
0.4949771689497717,,0.0,,0.4440993788819875,0.14854651162790722,,
,,,0.20447284345047922,,,0.6475163070747618,
,0.4207011686143573,,,0.49378881987577633,,,
,,,0.1829073482428114,0.3478260869565217,0.5918604651162793,0.5260913196186656,0.005494505494505494
,0.4924874791318865,,,0.34472049689440987,,,0.005494505494505494
,,,,0.3602484472049689,,,
,,,,,,,
,,,0.3857827476038338,,,,
,,,,,0.714825581395349,0.04465629703963869,
,,0.0,,,,,0.016483516483516484
,0.29577072899276574,,,,,,
,0.2609905397885365,,,,0.14854651162790722,,
0.7374429223744292,,0.0,,,,0.7353236327145007,0.016483516483516484
,,,,0.8757763975155278,,,
,0.29577072899276574,0.0,,0.5124223602484471,,,
0.5949771689497718,,,0.34424920127795544,,,,
,,,,,,0.16532865027596588,
,,,,,,,0.016483516483516484
,,,,,0.417732558139535,,
0.4207762557077626,,,,0.3478260869565217,,,
,0.5258764607679466,,,,,,
,0.4924874791318865,,,,,0.28575012543903666,
0.5385844748858446,0.5258764607679466,0.0,,0.29503105590062106,,,
,,,,,,0.40817862518815873,
0.4824200913242009,0.7295492487479133,,0.42891373801916943,,,,
,,,0.25319488817891367,,,,
0.7374429223744292,,,,0.577639751552795,,0.5260913196186656,
,,,,,,1.0000000000000002,
,,0.0,,0.2763975155279503,0.14854651162790722,,0.07417582417582418
,0.3260990539788537,,,1.0,,,
,,0.0,,,,,
,,,,,,,0.07417582417582418
0.9801369863013696,,,,,0.14854651162790722,,
,,0.0,,,0.417732558139535,0.4059207225288508,
0.5061643835616438,,,,,0.4119186046511629,,
,0.4207011686143573,0.0,,,,0.027596588058203864,
,,0.0,,0.3478260869565217,,,
0.5949771689497718,,,,0.3602484472049689,0.417732558139535,0.4059207225288508,
0.7694063926940637,,0.0,,0.34472049689440987,0.2438953488372091,,0.07417582417582418
,,,,,,,
,,,0.3857827476038338,0.31366459627329185,,,
0.4824200913242009,,0.0,0.42891373801916943,0.26708074534161486,,,0.15109890109890112
0.7374429223744292,,,,,0.3924418604651163,,0.15109890109890112
,0.330550918196995,,,,,0.47039638735574507,
0.7374429223744292,,,0.25319488817891367,,0.14854651162790722,,
0.6543378995433791,,,,0.3757763975155279,0.14854651162790722,,0.15109890109890112
,0.0,,,0.8757763975155278,,0.751881585549423,
0.4949771689497717,,,,,,,
0.6844748858447489,,,,,0.4238372093023255,,0.15109890109890112
,,,,0.3602484472049689,0.417732558139535,0.4059207225288508,
0.5061643835616438,,,,0.3198757763975155,0.4119186046511629,0.16532865027596588,0.15109890109890112
,,,,,,,
0.4207762557077626,,,,,,0.5260913196186656,0.15109890109890112
,,0.0,0.34424920127795544,,,,0.15109890109890112
,,,,0.26708074534161486,,,0.24725274725274726
0.7374429223744292,0.29577072899276574,0.0,,,,0.5260913196186656,
,0.330550918196995,0.0,,,,,
,0.29577072899276574,,,,0.14854651162790722,,
,,,,,0.14854651162790722,,
,0.29577072899276574,,,,,,
,0.5912632164718977,,,,,,
,0.263494713411241,0.0,0.20447284345047922,,,,
0.5949771689497718,,,0.34424920127795544,0.3602484472049689,0.417732558139535,,
,0.4207011686143573,,0.25638977635782756,,,0.027596588058203864,0.24725274725274726
0.5949771689497718,,,,0.3602484472049689,,,
,,,,,0.2438953488372091,0.28575012543903666,
,,,,,0.417732558139535,,0.24725274725274726
,0.5258764607679466,,,,,0.4059207225288508,
,0.5258764607679466,,,0.29503105590062106,,0.4059207225288508,
,0.0,,,,0.4828488372093025,,
,,,,,0.4828488372093025,0.6931761164074259,0.07417582417582418
0.2748858447488584,,,,,,,
,0.0,0.47276361819090457,,,,,
,,,,,0.42441860465116266,,0.03571428571428572
0.30091324200913244,,,0.6078274760383386,0.14285714285714282,,0.647767185148018,
,,0.6266866566716642,0.3218849840255591,,,0.5268439538384346,0.005494505494505494
0.2025114155251141,,,,0.24223602484472045,,,0.03571428571428572
,,,0.3218849840255591,0.24223602484472045,,,
0.2025114155251141,,,0.3218849840255591,0.24223602484472045,0.8401162790697674,,
,,0.6266866566716642,,,,0.5268439538384346,
,,,,,,,0.07417582417582418
,0.0,,0.46725239616613434,,,0.46487706974410425,0.15109890109890112
,,,,,,,
0.29223744292237447,,,,,,0.4129453085800301,0.005494505494505494
,,0.5912043978010995,,,,,
,0.0,0.5912043978010995,,0.14285714285714282,,0.4129453085800301,
,,,0.5886581469648562,,,0.4129453085800301,
,0.0,,,,,0.5233316608128449,
0.20159817351598175,,,,,,,
,0.0,,,,,,0.271978021978022
,,,,0.13975155279503104,,,
0.14634703196347032,,,,,,,
,0.0,,0.4369009584664536,,0.7488372093023252,,
,0.0,,,0.13975155279503104,,,
,0.1171396772398442,0.8185907046476762,,0.17701863354037264,,,
,,,,,,,
,,,,0.17701863354037264,,,
,0.1171396772398442,,,,0.7491279069767445,,0.15109890109890112
0.1506849315068493,0.1171396772398442,0.8185907046476762,,0.17701863354037264,,,
,,0.12243878060969515,,,0.769767441860465,0.48018063221274465,
0.25502283105022827,,,,,,,
,,,,,,,
,,,,,0.7703488372093026,0.48043151028600106,
,,,,,0.7703488372093026,,
0.25525114155251144,,,,,0.7703488372093026,,
,,,,,0.660174418604651,0.4104365278474662,
,0.0,,,,,,
,0.0,,0.5862619808306708,,,,0.271978021978022
,,,,,0.43284883720930223,,
0.31073059360730587,,0.4702648675662169,,,,0.6347215253386855,0.07417582417582418
,,,,,,0.6347215253386855,
,,0.4702648675662169,,,,,
0.33789954337899536,,,,0.17080745341614906,,,
,,,,0.17080745341614906,,,
,0.0,,,0.17080745341614906,,,0.07417582417582418
,,,,,,0.6703462117410941,0.15109890109890112
0.33789954337899536,0.0,0.4782608695652174,,,0.4531976744186048,,0.271978021978022
,0.0,,0.29952076677316297,,,,
,0.0,,,,0.6011627906976744,,
,,,,,0.6011627906976744,,
,,,,,0.5895348837209302,,
,,0.5017491254372815,,0.3229813664596273,0.5895348837209302,,0.03571428571428572
0.25251141552511414,,0.5017491254372815,0.3003194888178915,0.3229813664596273,,,0.15109890109890112
0.25251141552511414,,,0.3003194888178915,,,,
0.2511415525114155,,0.623688155922039,,,,,0.03571428571428572
,,,0.2971246006389776,,0.8267441860465121,,
0.2511415525114155,,,,,,,
,0.0,,,0.24223602484472045,,,
0.2963470319634703,,,,0.20807453416149066,,0.4628700451580532,0.03571428571428572
0.2963470319634703,,0.607696151924038,,,,,0.15109890109890112
,,0.607696151924038,,,,,
,,0.5912043978010995,,,,0.4106874059207226,
,,,,0.18012422360248445,0.6610465116279074,,
,0.0,0.5912043978010995,0.5327476038338659,,,,0.15109890109890112
,,,,0.19875776397515527,0.6610465116279074,,
0.34109589041095895,,0.5912043978010995,0.5327476038338659,,,,
,,0.5912043978010995,,,,0.4106874059207226,0.15109890109890112
,,,,0.19875776397515527,0.6610465116279074,,
,,,0.3817891373801916,,,,
,,,,0.23602484472049687,,,
,,,,,0.7401162790697673,,0.15109890109890112
,0.0,0.8345827086456772,0.3817891373801916,,,,
,,,,,0.7511627906976748,,0.005494505494505494
,,,,0.2546583850931676,,0.468389362769694,0.03571428571428572
,0.12576516416249306,0.6096951524237881,,,0.7511627906976748,0.468389362769694,
,,,,0.3354037267080745,,,
,,0.6211894052973513,,,,0.5072754641244357,0.07417582417582418
,,,,,,,0.15109890109890112
,0.11741791875347804,0.6211894052973513,,,,0.5072754641244357,
0.4301369863013698,,,,,,,
,,,0.36980830670926523,0.2919254658385093,,,
,,,0.3099041533546325,,,,0.03571428571428572
0.39977168949771696,,0.48675662168915546,0.3099041533546325,,,,
,0.0,0.48675662168915546,,,,,
0.39977168949771696,,,,,,0.706472654290015,
,,,,0.2763975155279503,,,
,,0.4777611194402799,,,,,0.03571428571428572
0.4422374429223744,0.0,0.4777611194402799,0.39696485623003186,0.2763975155279503,0.4479651162790699,,0.07417582417582418
0.4422374429223744,0.0,0.4777611194402799,,,0.4479651162790699,0.6653286502759659,
,,,0.39696485623003186,0.2763975155279503,,,0.271978021978022
,,0.49925037481259377,0.19408945686900947,,,,
0.3420091324200913,0.0,0.49925037481259377,,,,,0.15109890109890112
,,0.49925037481259377,0.19408945686900947,,,,0.271978021978022
0.33584474885844745,0.0,,0.28993610223642174,,,,
,0.0,,,,,,
0.33584474885844745,,,,0.39751552795031053,0.5430232558139534,,
,,,,0.39751552795031053,,,0.15109890109890112
0.33584474885844745,,0.49375312343828087,,,0.5430232558139534,,
,,,,,0.5430232558139534,,
,,,0.19568690095846653,,,,0.07417582417582418
,,,,,,0.7400903161063723,0.15109890109890112
,,,,,0.5430232558139534,,
,,,,,,,
0.33059360730593607,,0.6251874062968515,0.17172523961661357,,,,0.07417582417582418
,0.0,,,,,,0.15109890109890112
,,,,,,0.5190667335674861,
,,,0.3011182108626198,0.3074534161490683,,,0.005494505494505494
,,,0.3011182108626198,,,,
0.44566210045662097,0.0,,,,,0.4001505268439538,0.005494505494505494
,0.0,0.5872063968015993,,,0.644767441860465,0.4001505268439538,
0.44566210045662097,0.0,0.5872063968015993,,,,,
,,,0.2635782747603834,0.31677018633540366,0.7340116279069768,,
,,,,,,,0.03571428571428572
,,,,0.31677018633540366,,,
,,0.873063468265867,,,,0.4576016056196688,
,,,,,,,0.271978021978022
0.2545662100456621,,,,,,,
,,,,,,,0.03571428571428572
0.2545662100456621,,,,0.36335403726708065,0.7305232558139534,,
,0.0,,0.2619808306709266,,,,0.15109890109890112
0.2545662100456621,0.0,,,0.36335403726708065,,,
,0.27212020033388984,,,,,,0.03571428571428572
0.39999999999999997,,,,0.3478260869565217,,,
0.39999999999999997,0.27212020033388984,,0.31070287539936103,,,,
0.39999999999999997,,,0.31070287539936103,,,0.4729051680883092,
,,,0.15175718849840258,,,,0.03571428571428572
,,,,,,,
