0,1,2,3,4,5,6,7,8,9,10
0.2831858407079646,0.5205479452054794,0.0,0.11643835616438356,0.14357262103505844,0.33802816901408456,0.215547703180212,,0.3622047244094486,0.2095808383233533,0.2153846153846155
0.2831858407079646,0.4383561643835616,0.04,0.0958904109589041,,,0.16961130742049468,,0.4094488188976375,,
0.24778761061946908,,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,0.0989399293286219,0.567547723935391,,0.13772455089820365,
,0.3698630136986301,0.0,,0.10517529215358931,0.16901408450704225,,,,0.13772455089820365,0.15384615384615397
0.2920353982300885,0.3287671232876712,0.06,0.04794520547945205,,0.19718309859154928,,0.4647577092511028,0.44094488188976344,0.07784431137724554,0.15384615384615397
,0.363013698630137,,0.02054794520547945,0.08848080133555926,0.19718309859154928,0.053003533568904596,,0.5118110236220472,0.08383233532934128,
0.2831858407079646,,0.02,0.07534246575342465,0.10183639398998329,0.11267605633802817,0.04240282685512367,0.4941262848751933,0.48818897637795233,0.1437125748502994,0.1692307692307693
0.256637168141593,,0.36,,,0.22535211267605634,0.3392226148409894,,0.4803149606299213,,0.32307692307692304
0.18584070796460184,,,0.06164383561643835,0.1419031719532554,,,,0.4251968503937005,0.125748502994012,0.12307692307692308
0.256637168141593,,0.36,,0.09849749582637728,0.22535211267605634,0.3392226148409894,,,0.281437125748503,0.32307692307692304
,,,,,0.2112676056338028,0.1872791519434629,0.31057268722466347,0.6614173228346458,0.1137724550898204,0.23076923076923084
0.2831858407079646,0.33561643835616434,0.29,0.04794520547945205,0.17028380634390652,,,0.5381791483113005,,0.7365269461077846,0.10769230769230775
0.38053097345132747,0.3424657534246575,0.18,0.19863013698630136,,0.7183098591549296,0.4911660777385159,0.6262848751835577,0.3307086614173227,,0.12307692307692308
0.38053097345132747,0.3424657534246575,0.19,0.20547945205479448,0.26377295492487485,0.7042253521126761,,0.6262848751835577,0.3385826771653542,,
0.3097345132743363,0.30136986301369867,0.28,0.0547945205479452,0.5943238731218697,0.2112676056338028,0.17667844522968196,,0.29133858267716484,,
,0.32191780821917804,0.08,0.23972602739726026,,0.07042253521126761,,0.5381791483113005,0.5039370078740153,0.10179640718562874,0.0923076923076922
