0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,0.18,0.06781524926686218,0.0,0.31481481481481477,0.5775052692086607,,,0.0,,0.2872340425531916,0.9999999999999999,
0.0002359225391784276,0.0,,,0.17283950617283939,0.5479977007089482,0.7826982492276005,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,,0.2044701986754967
,0.0,,0.0,,,0.5993820803295572,,,0.10496183206106868,0.5531914893617023,,
,0.0,0.06304985337243403,0.0,,,0.5283213182286303,,0.08695652173913043,,0.6489361702127658,,0.09933774834437087
,0.0,0.06304985337243403,0.0,0.15020576131687247,0.5497221689978923,0.5746652935118435,0.44854458983895457,0.08695652173913043,0.06679389312977096,,,
,,,,0.28600823045267487,0.5002874113814907,,,0.17391304347826086,0.2366412213740458,,,0.4806843267108167
0.0023032513924937294,0.125,0.27162756598240473,0.0,0.28600823045267487,0.3966277064571758,,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,,0.7781456953642383
0.0018401733260739476,0.125,,0.0,0.28600823045267487,0.46809733665453146,0.8547888774459321,,0.17391304347826086,0.2366412213740458,,0.9743053104039537,
0.0012492992010329788,,0.27162756598240473,0.0,0.28600823045267487,0.469055374592834,0.82389289392379,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.31843267108167767
0.0009830293128416045,,0.27162756598240473,0.0,0.28600823045267487,0.4460624640735774,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,,,0.38576158940397354
0.007007315284678365,,,,0.31481481481481477,0.4575589193332056,0.6065911431513903,0.325355327410452,0.13043478260869565,0.22900763358778625,,,0.1801876379690949
0.007099481307606574,0.0,0.28152492668621704,0.0,0.31481481481481477,0.48572523471929496,0.8403707518022657,0.30302176067800923,0.13043478260869565,,,0.9574360784709264,0.23537527593818985
,0.0,0.28152492668621704,,0.31481481481481477,,0.5520082389289392,0.3063590648273604,,0.22900763358778625,0.8936170212765959,0.9967724040546674,0.1859823399558499
0.008086781728827779,0.0,0.28152492668621704,0.0,0.31481481481481477,0.41502203487258094,0.685890834191555,0.24251379934345135,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.984996721972868,0.26352097130242824
,0.0,0.28152492668621704,,,0.384939643609887,,0.24264110794860366,0.13043478260869565,,0.8936170212765959,0.9487366987745222,0.5322847682119205
,0.0,0.28152492668621704,,0.31481481481481477,,,0.2621375114805081,,0.22900763358778625,0.8936170212765959,0.9889807857178878,0.33388520971302427
0.01378163036749066,0.0,0.28152492668621704,,0.31481481481481477,,0.9145211122554068,0.25891842246451274,,,0.8936170212765959,,0.46881898454746135
0.011038679607076014,,,0.0,,0.43150028741138147,1.0,0.26967599959988725,0.13043478260869565,,0.8936170212765959,0.994049119975793,0.5008278145695364
0.00836170623136729,0.0,0.28152492668621704,0.0,0.31481481481481477,0.4527687296416939,,0.2973565277487292,,0.22900763358778625,0.8936170212765959,0.9935195925160119,0.40204194260485654
0.009376431664289083,0.0,0.28152492668621704,0.0,0.31481481481481477,0.3904962636520407,,,,,,0.764284633617429,0.4078366445916115
0.010671589081608293,,0.28152492668621704,0.0,0.31481481481481477,,0.8846549948506693,,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.7717484492410106,0.429083885209713
0.008617185951020727,,0.28152492668621704,,0.31481481481481477,0.562176662195823,,0.3023670307086542,,,0.8936170212765959,0.9774068283826719,
0.011196261026765464,0.0,0.28152492668621704,0.0,0.31481481481481477,,0.8692070030895983,0.282752412043394,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9579656059307076,
0.012874019836825677,0.0,0.28152492668621704,0.0,0.31481481481481477,0.4100402375934086,0.9485066941297631,0.24166810646636777,0.13043478260869565,,,,
0.018056672662703374,0.0,,,0.31481481481481477,,0.9680741503604532,0.2391764951941001,0.13043478260869565,,0.8936170212765959,,
0.0010241668303924878,,,0.0,,0.43686529986587475,0.6024716786817713,0.20444852640289535,,0.17557251908396948,,,0.2671081677704194
,0.0,0.20161290322580644,0.0,0.23456790123456794,0.4608162483234336,0.28115345005149334,,0.17391304347826086,,0.7021276595744679,0.99125018911695,0.2317880794701987
