0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,0.0005020865122759028,0.018558710663602485,0.02754838454275621,0.003562806178655977,,,,,0.000865301413325692,0.0,,0.0,,,
0.11639304092134281,0.125,0.09246533135855439,,0.07464447035800958,,,,,,,,0.08398798521256928,,,0.12414965986394555,
,,0.19951170063417428,0.10642830702695794,,,,,,0.2952278686678569,,0.0,,,,,0.0
,,,0.2736883872909184,0.5940508107444251,0.26565095437889197,0.26565095437889197,,,,0.28410729737525237,0.0,,,,0.25736961451247165,0.0
,,,0.44371935842092525,0.6980322626999591,,,,,,0.4061147966541679,0.0,,,0.3863606897445871,0.36281179138321995,
,0.75,0.5339573349859527,,0.792813879612893,0.510626694481557,0.510626694481557,0.6123593586889862,,,0.5393712143063167,0.0,,,,0.47619047619047616,
,,0.6996047707662861,,,,0.6761284172858604,0.7569542924091928,,0.8096777826037993,,0.0,,0.6363636363636367,0.6746186092743853,,0.0
,1.0,,0.9998464314849188,,,0.9994624538046236,,,,,0.0,,,1.0,,0.0
,,,0.028523354397962608,0.07463480732059269,,,,0.0,,,0.0,0.08341035120147872,0.0,0.13813258999956785,0.12528344671201813,
0.24577309482969859,,0.11203104313894721,0.03510017016811762,,,0.08602145496878637,,,0.18899908305583724,,,0.10045055452865059,,0.14101733004883532,,
0.370374908110757,,0.19951375491899534,0.10642875086659687,,,,0.3240173855454068,0.0,,,,,0.09090909090909349,0.19518993906391807,,
0.4903209997549619,0.5,0.294813723587705,,0.5943375847580863,,0.265663455453203,0.42785399586892825,,0.4223372424110803,0.28410729737525237,,,,,0.2568027210884354,0.0
0.6171281548640039,,0.4072645301874742,,0.698354571754443,,,,0.0,0.545855251516175,0.4061147966541679,,0.4340341959334565,,0.3855719780457237,0.36224489795918363,0.0
0.7363391325655475,,,0.6082427234710389,0.7929706701877532,,,,,,0.5393712143063167,,0.5679875231053604,0.4848484848484844,,0.4756235827664399,0.0
,,0.699610644090674,0.7899937241075051,,,,,0.0,,0.7158927026247477,,,0.6363636363636367,0.6735597908293358,0.6609977324263039,0.0
,1.0,,0.9998490945227526,,,,0.9986487148684426,,,0.98154023651572,,,0.9090909090909065,,0.9988662131519274,0.0
0.0,,,0.02849938705745858,0.03392536581610095,0.005553602262694451,0.005553602262694451,,0.0,,0.006922411306605147,,,0.0,,0.011337868480725613,0.0
0.11639304092134281,0.125,,,0.075235162483974,0.03430763581245263,,,,,,,,0.0,0.14252992782747742,0.12528344671201813,
0.370374908110757,,0.19951474759353977,0.10642875086659687,0.3764392081172012,0.16954113244106914,0.16954113244106914,,,,,0.0,0.18259011090573007,,,,
,0.5,,0.27368927497019624,0.5946221767955566,,0.26561345115595875,,,0.42159323069993393,0.28410729737525237,0.0,0.3088031423290203,,0.2837201261938719,,
0.6171281548640039,0.625,,,0.6986784393633498,0.37646360234082615,,0.5283406070091605,,0.5449423290381739,0.4061147966541679,0.0,0.4332255083179296,,0.3847724620770129,,0.0
,,0.5339470222004079,0.6082427234710389,,0.5106751361445123,,0.6092573426012684,0.0,0.6400994160513487,0.539082780501875,0.0,,,,,
,0.875,0.6996152214232955,0.7900017132210065,0.8510654745595607,,,0.7538433667491793,0.0,,0.7156042688203057,0.0,0.7371187615526801,,,,
0.9999999999999999,1.0,,,,,0.999729664268023,,0.0,,0.981251802711278,,,,0.9976878862526471,,
,,,,0.03899877217082626,,,0.07171760219650658,0.0,0.06505075366375479,,,0.020621534195933378,,0.0,0.022108843537414956,0.0
0.370374908110757,0.375,0.19951633311538153,0.10642919470623591,,,,0.32134154399918025,0.0,,,0.0,0.1820702402957486,0.09090909090909349,,,0.0
,,,,0.6990019952613711,,,,,0.5440374499300225,0.405826362849726,,0.4324745841035119,,0.38398375037814947,,0.0
0.8659642244547904,,0.6996180202140249,0.7900088146552299,,0.6762268632460602,,0.7522945860983945,,0.8076950919357175,,,0.73590573012939,,,,
0.9999999999999999,,,,,0.9996734094336232,,,0.0,0.9982706754821997,,,,0.9090909090909065,,,
0.0,,0.021819510397748838,0.04262591508637559,,0.008505418434396705,,,,,,,0.026859981515711617,,,0.031746031746031744,
,0.125,0.09089314168740195,,,,,0.28184095522494435,0.0,0.16065826938854277,,0.0,0.08052218114602583,0.0,0.17914559834046417,0.12471655328798184,0.0
0.24577309482969859,,0.11203530336720031,,0.16619177513426164,0.08602926814023079,0.08602926814023079,0.23805783203377318,,,,,,0.030303030303034717,,0.10657596371882086,0.0
,,0.40727787614523797,0.44369583492006026,0.6993246160267401,0.3765167319066482,0.3765167319066482,0.5249920927545872,,,0.405826362849726,,,0.3333333333333357,0.38319503867928606,,0.0
0.9999999999999999,1.0,,,,,,,0.0,0.9977036179077587,0.9806749351023942,,0.9746418669131237,,0.9953865767751416,,
,0.0,0.026948852788777816,,0.0446513373487929,,0.00912422161279485,,,0.0835223525248141,,,0.031423290203327126,0.0,,0.038548752834467126,0.0
0.24577309482969859,0.25,,0.03510105784739548,,0.08603395604309744,,0.23683276584307578,0.0,,,0.0,0.0987176524953789,,,,
,0.5,0.2948186593861342,,0.595474706064429,,,,,0.4193732606212697,,,0.3067814232902032,,,0.25396825396825395,0.0
,0.75,,,0.79359471537835,0.5108095226933564,0.5108095226933564,,,0.6380000965204382,0.538505912892991,0.0,,0.4848484848484844,,,
,1.0,,0.9998539767587812,,,0.999367133113002,0.9933074262770016,0.0,0.9971365603333169,,,0.9730822550831791,,0.9942413241713125,0.9943310657596373,0.0
,,0.03720296023821432,0.04860177198537463,0.047101696611172805,,0.009811780699903896,0.14249078972963902,,,0.03288145370637441,,,0.0,,,0.0
0.24577309482969859,,,,0.1678067492264117,0.0860386439459641,0.0860386439459641,,,,0.08508797231035475,0.0,,,0.13916979990492245,,
,0.375,0.19951961445623667,0.10643008238551388,0.3789544032435388,,0.16954269507535802,,0.0,,,0.0,,,0.19287782531656514,,
0.4903209997549619,,,0.2736928256873079,,,0.2656978334075585,,,0.4186372922799735,,,,0.2121212121212146,0.28127836120834954,,
0.9999999999999999,,,,0.9956703358154875,0.9992999398385799,0.9992999398385799,,,0.9965735244438005,,,0.9715226432532346,,0.9930960715674836,,0.0
,0.0,0.04854819624486386,0.04935985008872357,,0.009993046277414463,0.009993046277414463,0.17845724815980213,,0.11358042565513227,,0.0,0.049676524953789214,0.0,0.0,,0.0
0.11639304092134281,0.125,,0.022748113015775062,,,0.030827649251107515,,,0.1549675852195036,,,,,,,
0.370374908110757,0.375,0.19952097938373523,,,0.16953019400104694,,,0.0,0.29063912616829946,,0.0,0.17993299445471345,,0.19241324171312504,0.16156462585034012,
,,0.2948268351639792,,0.5960470072482136,0.26562282696169204,0.26562282696169204,,0.0,0.4179013239386773,0.2835304297663686,0.0,0.30545286506469493,0.2121212121212146,0.28066251782704527,,
0.7363391325655475,,,0.608243611150317,,,,0.601572836495984,0.0,,0.5382174790885492,,0.5620378927911275,,0.48956307532736937,0.46995464852607716,
,1.0,,,0.9959081712202957,,0.9995562118619569,,0.0,,0.9795211998846265,,,0.9090909090909065,0.9919508189636546,0.9914965986394558,0.0
0.0,,,0.04891645428939939,0.049084489546931565,0.00991335192868137,0.00991335192868137,0.19023421780637428,,0.1174774383475703,0.04384193827516586,0.0,,,0.0,0.07482993197278912,
,,,,0.07754587527013657,,0.03063388259928588,0.26785144179153686,,0.15360825571481396,0.06374387078165561,,,0.0,0.20608064307014134,,0.0
,0.25,,,0.16942359358386794,,0.08603708131167521,0.23316796177199506,,0.18477631388446492,,0.0,0.0974468576709796,,,0.1054421768707483,0.0
,0.375,0.1995212413395178,,0.3802134035056879,,,0.31471133728225387,0.0,,,,0.17941312384473185,,,0.16099773242630383,
,0.5,,0.2736941572062248,,0.2656743938932252,,,,,0.2835304297663686,0.0,,,,0.2522675736961451,0.0
0.6171281548640039,,0.40729566156415875,0.4436780813345017,,0.3765182945409371,0.3765182945409371,0.5183589161802287,0.0,,0.40553792904528413,0.0,0.42848890942698703,0.3333333333333357,,,
,,,0.9998624097119216,0.9961438246489127,0.9996562204564453,0.9996562204564453,0.9893307871755619,0.0,,0.9792327660801847,0.0,,0.9090909090909065,,0.9903628117913831,
0.0,0.0,,0.044458972795293206,0.048089508403881265,,,,0.0,,,,,,,0.10260770975056688,0.0
0.11639304092134281,0.125,,,,0.030197907632687183,0.030197907632687183,,,0.15176632401911094,0.06287856936832997,0.0,0.0745147874306839,,,0.11904761904761907,
0.24577309482969859,,,0.03510238936631238,0.17023092477450064,0.08604020658025298,,,,0.18417306114569731,,,,0.030303030303034717,0.1380785686503306,0.10487528344671201,0.0
,0.375,,0.10643097006479174,0.3808446180466265,0.16952706873246917,,0.31339569043988036,0.0,0.2893401219374865,,,,,,,
0.4903209997549619,0.5,,,0.5966183732993442,,,,0.0,,0.2835304297663686,,0.3041243068391867,0.2121212121212146,,,0.0
0.6171281548640039,,,0.44367319909847314,,0.37664018001547006,0.37664018001547006,0.5167136151629041,0.0,,0.40524949524084236,0.0,,,0.3792622844548166,0.35544217687074825,
0.7363391325655475,,,,0.7942178254362946,0.5107892084476009,,,,0.6352251339221082,0.5379290452841075,,,,0.4878127836120835,0.46825396825396826,0.0
,,,,,,0.6762503027603934,0.7430850582017812,0.0,,,,,0.6666666666666643,,,
0.9999999999999999,1.0,0.9998002242479371,0.9998579713155319,,0.9994421395588683,,0.9880240499054842,,0.9949045251998774,,0.0,0.9667860443622921,0.9090909090909065,0.9896819222956913,,0.0
,,,,,0.00796318433615389,0.00796318433615389,,,0.15127567845824696,0.06316700317277185,,0.07405268022181144,,,0.11904761904761907,
0.24577309482969859,,,0.03510238936631238,,,,0.230737133463908,,0.18357383009185524,0.08508797231035475,,,,,,0.0
0.4903209997549619,0.5,0.29483463868887,,,,0.26568533233324737,,,0.41570548396956397,,,,0.2121212121212146,0.27884740049267476,,
,0.625,,0.4436705360606391,0.7012637694386807,0.376519857175226,0.376519857175226,,,,,0.0,,0.3333333333333357,,0.354875283446712,0.0
,1.0,,,0.9966207423020665,0.9993218167186243,0.9993218167186243,0.9867143427779748,,,,0.0,0.9652264325323473,0.9090909090909065,,0.988095238095238,0.0
,,0.09750418870743088,,,,,0.33246514501071367,0.0,,,,,,0.053902502268896674,0.14399092970521543,
0.11639304092134281,,0.08350576802505676,,,,,0.25561414424300566,,,0.061147966541678644,,,,,,0.0
0.24577309482969859,0.25,,0.03510283320595131,0.17184901597549462,,,0.2295269165603704,,0.18297459903801272,,0.0,,0.030303030303034717,,,
,0.375,,,0.3821101642373481,0.16951456765815812,,,,,,0.0,0.17785351201478738,0.09090909090909349,,0.15929705215419498,
0.4903209997549619,,,,,0.2656415785731587,,,,0.4149775589981175,,,0.3028535120147874,,0.27825316565106534,,
