0,1,2,3,4,5,6,7
,,0.0,0.3210862619808308,,,,
,,,,0.07763975155279502,0.7383720930232558,0.2057200200702458,
,,0.0,0.8482428115015974,,,,
,,,0.8482428115015974,0.0,,,
0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,,,
,0.31719532554257096,,0.8482428115015974,0.0,0.3808139534883721,,
,,,,,,0.19066733567486205,
,,,,,0.3808139534883721,,0.07417582417582418
0.22054794520547943,,,0.560702875399361,,,,0.24450549450549453
,0.3683917640511965,,,,,0.5807827395885601,0.07417582417582418
,,0.0,0.8482428115015974,,,0.0,
0.2009132420091324,,0.0,0.8482428115015974,,,0.19066733567486205,
0.4611872146118721,,,0.8482428115015974,,,,
,,0.0,,0.0,0.3808139534883721,,0.24450549450549453
,0.5826377295492489,,,0.0,,,
,,,0.8482428115015974,,0.3808139534883721,,0.4917582417582418
,,0.0,0.8482428115015974,,,0.0,
0.08584474885844745,,,0.560702875399361,,,0.5341194179628699,
,0.5826377295492489,,0.560702875399361,,,,
,,,,0.0,,,
0.634703196347032,,0.0,0.8482428115015974,0.0,,0.19066733567486205,
,,,0.8482428115015974,,0.3808139534883721,0.0,
,,0.0,,,,0.19066733567486205,
0.22054794520547943,,0.0,0.560702875399361,0.0,,,
0.2009132420091324,,0.0,0.8482428115015974,,0.3808139534883721,,
,0.6608235948803562,0.0,,,,,
,,0.0,,,,,0.07417582417582418
,0.0,,,,,0.0,
,,,,0.0,,,
,,0.0,,,,,
,0.13216471897607124,0.0,0.8482428115015974,,,0.0,
,,,,,,,
0.634703196347032,,,,0.0,,,
0.7431506849315068,0.13216471897607124,0.0,,,,,0.016483516483516484
0.5639269406392693,,0.0,,0.0,0.7151162790697674,0.5341194179628699,0.005494505494505494
,,,,,,,
,,,,,,,
0.634703196347032,0.2643294379521425,0.0,,,,0.0,
,,0.0,,,,0.19066733567486205,
,0.211463550361714,,0.8482428115015974,0.0,,0.19066733567486205,
0.22054794520547943,0.3683917640511965,,,0.0,,0.5807827395885601,
,,0.0,,0.0,,,0.005494505494505494
,,,0.8482428115015974,0.0,,,
,,,0.8482428115015974,0.0,,0.0,
0.4748858447488585,0.0,,,0.0,,,
,0.528658875904285,,,,,,
,,,,0.0,,,
