0,1,2,3,4,5,6,7
1.0,0.0,0.0,0.3210862619808308,,0.6947674418604652,0.2057200200702458,0.07417582417582418
,0.3964941569282137,0.0,,0.0,0.3808139534883721,0.0,
0.5262557077625571,0.3964941569282137,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1.0
0.22054794520547943,,0.0,0.560702875399361,,0.5156976744186048,0.5807827395885601,0.9862637362637363
0.37442922374429216,0.31719532554257096,,0.8482428115015974,0.0,,,0.24450549450549453
0.634703196347032,,0.0,,,0.3808139534883721,0.0,
,0.31719532554257096,0.0,0.8482428115015974,0.0,,0.19066733567486205,
0.8515981735159817,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.07417582417582418
,0.3683917640511965,0.0,0.560702875399361,,0.5156976744186048,0.5807827395885601,
0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,,0.5156976744186048,,
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,
,0.528658875904285,,,0.0,0.3808139534883721,,0.24450549450549453
,,0.0,,,0.3808139534883721,0.19066733567486205,
0.547945205479452,0.105731775180857,,0.8482428115015974,0.0,0.3808139534883721,,
0.634703196347032,,0.0,,,0.3808139534883721,0.0,0.24450549450549453
0.8515981735159817,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,,0.4917582417582418
0.08584474885844745,0.5826377295492489,0.0,0.560702875399361,,,0.5341194179628699,0.4917582417582418
,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,,
0.634703196347032,0.0,0.0,0.8482428115015974,0.0,,0.19066733567486205,0.739010989010989
0.634703196347032,0.2643294379521425,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.739010989010989
0.547945205479452,0.105731775180857,0.0,,0.0,0.3808139534883721,,
0.8515981735159817,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.016483516483516484
0.4611872146118721,0.211463550361714,0.0,0.8482428115015974,,0.3808139534883721,,
