0,1,2,3,4,5,6,7,8
0.2966366786786866,,0.46381829798635577,0.42300830429721537,0.30146412461987027,0.32375781551224714,0.04047139275742092,,0.2945182405066766
0.10094639486648858,0.08180970587248887,0.34961561450153544,0.11999574381439464,0.09392615033873669,0.09750765132823103,0.03142017460046738,0.11142857142857143,
0.14169835705851175,0.08872656538216454,0.2698530472598363,,0.14675482655665134,,0.028136776689960764,0.08285714285714285,
0.16025699435616592,0.1317872354696985,0.38873431027020344,0.16022644690115978,,0.1367645791875398,0.030658575792295424,0.2,0.594843397907314
0.13465478835954237,,,,0.13615265694374806,0.1104322876871168,0.026564120928185928,0.11714285714285715,0.6160447584277655
0.07239754694450605,,,0.11521533430137414,0.06855526978207349,,,0.04285714285714286,0.6490720661594245
,0.08195123587215347,0.3747810136235289,0.16684971793021244,0.09879130595309357,0.0791543499230983,,,0.6056062825500526
0.11928161656197657,,0.345782064758136,0.18645881179442508,0.11587071196415913,,,0.21142857142857144,0.5537982027754418
0.25763059917089165,,,,0.26550455191064354,0.2724723782460769,0.04023457885114958,0.11142857142857143,0.3784003653341785
0.11063774395403113,,,0.17080841621706988,0.11102411400273704,0.10868363964539077,,0.21714285714285714,0.5693448689762908
0.08621345089439296,0.1517476607304558,0.7839815330076877,,0.08775223354705369,,,0.02,0.656273940742996
0.2640222512376188,0.26674045007881414,0.541499206496424,0.5170371377263222,,,,,0.3798352502564078
0.16169073276864,0.12096723345742362,,0.2261664051582295,0.17084451498320571,0.1698255906740654,0.03771778219482225,0.4685714285714286,0.4566253003900392
,,0.446608545106041,,0.18863703299592383,0.17546080980499884,0.03393819827185312,0.04857142857142857,0.5082187712893254
0.040205776130128296,0.04688533386993997,0.39116634720418797,0.06655387403417594,0.047531792966235505,0.02858955690794538,0.017313748788676576,0.037142857142857144,
0.3514306169697565,,0.5791133370432201,0.39878314316521485,,0.38707635227604953,0.05136001877144268,,0.2690621342603106
0.43267048058263385,0.3731213737129826,,0.4719878643001011,,0.41785820715291505,0.05804621259621569,0.6085714285714285,0.21411228036902746
,0.06484689941979409,0.17481811249201343,0.18733762498715203,0.1389850671482466,0.12570952210799566,0.029546994535158088,0.07714285714285714,0.5478739996356639
0.17196545957598852,0.19544689271221116,,0.23814974029747055,0.17548641490246103,,0.033123649044622484,0.10857142857142857,0.5364049020659849
