0,1,2,3,4,5,6,7
0.9976077272415595,,,,,0.08854733110096613,,0.20106556884588972
0.5634800256525493,0.7868741134948758,0.06823850893983718,,0.1891073073553169,0.7641711595833905,0.2276206331694398,
0.7099934385194815,0.5383796963224241,0.49720196245941034,0.7066260576022395,0.6995579868063926,0.2940969634570092,0.9196321874794562,
,0.430857456517816,0.655676295935217,0.6805829118219351,,0.6214797975313252,0.9762693815400685,0.07670934862992096
0.5144410590787276,,,0.5412357508747033,,,0.07297151328065965,0.5631415538560527
0.5813879969727802,,,,,,,
0.25992398143456275,0.9894296007532839,0.9195049056232831,,0.38537015532952545,,,
0.21449922934755544,,0.8775941695644411,0.40911522106903475,,,,0.6815859323517949
,0.3818152728090445,0.5259171321139067,0.21110892601340175,,0.7130598637382164,,
0.430408903240191,0.26563688158005777,0.2426971739493261,0.5142422215412897,,,0.8081984505432775,
0.2764989745537942,,,,,0.8933636240595025,0.26669565166177966,
,,0.5465172034004784,0.054805583390254264,0.5013084988057512,,,
0.011037115658222685,0.9106710028652437,,0.46697831693507014,,,0.0741567103038665,
0.781300783271166,,,,0.5990961121793117,0.8998540300204596,,0.07961361521858751
0.35721176487590967,0.1983761029494977,,,0.6598302014568214,,,
,,,,0.6090438125267865,,,0.46798717973794224
0.4270191816663601,,,,,,0.2530779864989603,
0.3793203093102035,,,,,0.2681776115921183,,0.44422845147215784
,0.12169189163739547,0.708724376235335,,,0.9258039372955986,0.19256309481305584,
,,,,0.1347555444008091,,,
0.12290806650180836,0.4018054056769371,,,,0.4691311084991511,0.44074636309357146,0.05805223353834271
,,,0.2573287641157055,0.3594067922409697,0.7261957992089596,,
0.36507673640643135,0.5534036464649478,0.6895353229037542,,,,,0.9871830828071968
0.38832643473813067,0.9179669060158213,0.009418046720558293,0.44077350718191477,0.11895050390070716,0.21403047320323626,,0.759374777208103
0.11758499698952452,,0.960964601477218,0.10082889962112923,,0.26147541591669743,0.8035662622679385,
,,0.6488579202981495,,0.39616928371852383,0.48050511751384084,,0.6869552752056121
,0.08328536280221716,0.1450579232840744,0.7335566707691381,0.7259898078598113,0.12170697160989435,,
,,0.5241040335740208,0.1407418462624337,0.13883746850033635,,,
0.14011253454788847,0.8010824844939496,0.565427145960895,,0.21588050694375005,,,
0.507290862676795,0.1589151986591193,0.21975278514700325,,,0.1577191190171912,,0.23663761497495395
0.40735930587099706,,0.8457653551272327,,,,0.3599828503146364,
0.8485719675547331,0.7353780552702649,,0.07923566216171757,0.09926476405021328,0.343454610538232,,
,,,0.9164266358415046,0.873899189042932,0.9798251512257201,0.06681774647021937,0.8473510039468769
,,,,,,0.673177083474271,0.4356754597962843
0.41469074805143574,0.20043944327804492,,,0.770537646998563,,0.36862375446311246,
,0.1288781281532142,0.42902127140495194,0.4504143542833008,0.7760393977748509,,0.43683676648046715,
,0.49545577182820455,0.8112141283529464,0.07636006862296524,0.23421248270242317,,0.73704721384467,
