0,1,2,3,4,5,6,7,8
0.2966366786786866,0.2617198242613275,0.46381829798635577,0.42300830429721537,0.30146412461987027,0.32375781551224714,,,0.2945182405066766
0.14169835705851175,0.08872656538216454,0.2698530472598363,0.15871171278323618,0.14675482655665134,0.08795478972441095,,0.08285714285714285,
0.16025699435616592,,0.38873431027020344,,,0.1367645791875398,,,0.594843397907314
0.13465478835954237,,,0.11727406910563555,0.13615265694374806,,,0.11714285714285715,0.6160447584277655
0.09383216201748805,0.08195123587215347,,,0.09879130595309357,,0.026630002198244674,,0.6056062825500526
,0.09308246973203207,,0.18645881179442508,0.11587071196415913,0.11423694331026046,0.03294894097746096,0.21142857142857144,0.5537982027754418
0.25763059917089165,0.2540322634738572,0.5237535810713329,,,,0.04023457885114958,0.11142857142857143,0.3784003653341785
,,0.3334776067107731,0.20228552710268238,0.1367011051102478,,,0.07428571428571429,0.5037319485238154
0.08621345089439296,0.1517476607304558,,0.11015526442527983,0.08775223354705369,0.11258556988448506,0.02055354047172311,,0.656273940742996
0.1761038284826999,0.18072978502196735,,0.24457858609402766,0.1794596356116075,0.15778896033737874,0.032057184187324804,,0.5449742843667416
0.4032678184568915,,0.4223500072136689,,0.4104671850618007,,0.046022503267399525,0.3485714285714286,0.2891954413082158
0.2640222512376188,,0.541499206496424,,0.2698998430236616,0.35340803647215513,0.04078796264248831,0.4685714285714286,0.3798352502564078
,0.12096723345742362,0.3458232857231188,0.2261664051582295,0.17084451498320571,0.1698255906740654,0.03771778219482225,0.4685714285714286,0.4566253003900392
0.1794508120400023,0.16264278767146262,0.446608545106041,0.2611089090488232,,0.17546080980499884,0.03393819827185312,0.04857142857142857,0.5082187712893254
,0.3731213737129826,0.4676518477297553,0.4719878643001011,0.452478768630308,0.41785820715291505,0.05804621259621569,0.6085714285714285,0.21411228036902746
0.29789056885969045,0.29264312305060874,,,0.31178805430965933,0.26520944231103305,,0.32,0.2801394458599203
0.14173501740702416,,,0.18733762498715203,0.1389850671482466,0.12570952210799566,,0.07714285714285714,0.5478739996356639
,0.19544689271221116,0.5805766813001092,,,0.16026054767550743,0.033123649044622484,0.10857142857142857,0.5364049020659849
0.15586598783035827,,0.4879119520187968,0.183321267641374,,0.15919246886153038,0.035524445585044084,0.1657142857142857,
0.12034423535943743,,,0.14844032245619787,0.13006076192050467,0.10535458804288414,0.029702731061801258,0.08857142857142856,0.5892935125733352
0.2890920852167144,0.24050843478552508,,,0.2980982208501527,,0.04804009356650522,0.19142857142857142,
0.23280782406220568,0.19990676459737733,0.43451019188359197,,0.24331315803497322,0.22436469612892931,,0.38,
0.3151607808654233,,0.24835631402131117,,0.3288850039263989,0.32521075578316133,,,0.29966136715835395
,0.06634805647784822,0.31400070075640474,,,0.05343289357909856,,0.08285714285714285,0.6655694995870027
0.08533174294719979,0.06545192339940303,,0.11412649729016348,0.08027866572010142,0.10051945704169354,0.03357188708403364,0.06285714285714286,0.6410841241836753
0.25999226944824844,0.2340919609618674,0.4682289412395144,,0.2721959916005748,,0.04377687693897875,0.2885714285714286,0.35577410169965246
0.2526894217626986,0.18486970520173057,0.35639646324120444,0.3782932862850268,0.2677745301536553,0.2506976937971632,0.04463852466729723,,
,,,0.35480348706389764,0.29852120958115475,0.3015294182448341,0.04514282785629993,0.27714285714285714,0.37160774488494713
0.15173293201763416,0.1396304121809706,0.44141470351820933,,0.15975806676036547,,0.02936294227639798,0.1,
0.03649564259879366,,0.4516993342814155,0.07184847979244965,0.03763730391686685,,0.013097913819559132,,0.7261465978254631
0.10620954577031229,0.11136935305362712,0.4750097899791833,0.1200191416933769,0.10724372013761299,,0.023252029742467477,,0.6286243321546481
0.44669173561513004,,0.4751746738391146,,,0.5144955066542193,0.05497622092009707,,0.1438378555083361
0.11354081850869423,0.08608377771070197,0.33090129639934873,0.15497612998524535,,0.08838537554710352,0.030974390591173025,0.06857142857142857,0.5761275076173673
0.14495820587442237,0.1616950062045142,,,0.1437585354346922,0.13888308262022153,0.039277318334049564,,0.4243042055853207
0.3008951235095111,,0.36760856571652334,,0.30626335008325567,0.3297761306805905,0.051125092580645806,0.6142857142857143,
,,,0.22955380523326985,0.19011322706057582,0.15669263481096596,0.03921143706399082,0.10571428571428572,0.4722742801244731
