0,1,2,3,4,5,6,7,8,9,10
0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,,0.14084507042253522,,,,,
,0.5205479452054794,,0.11643835616438356,,0.33802816901408456,,,,,0.2153846153846155
,0.4383561643835616,0.04,0.0958904109589041,0.1335559265442404,,0.16961130742049468,0.5088105726872243,0.4094488188976375,,0.2153846153846155
0.5840707964601769,0.10958904109589043,0.56,,0.10517529215358931,0.22535211267605634,,,,,0.2153846153846155
,,0.0,,,,,0.567547723935391,,,
,,,,0.10517529215358931,,,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397
0.2831858407079646,,0.02,,0.10183639398998329,,,,0.48818897637795233,,
,,0.08,0.06164383561643835,0.1419031719532554,0.19718309859154928,,,,,
0.38053097345132747,,,,,,,0.6262848751835577,,,
,0.30136986301369867,,,0.5943238731218697,0.2112676056338028,,,,,
0.24778761061946908,,0.08,,,,,,,0.10179640718562874,
0.2920353982300885,0.136986301369863,0.51,,,0.22535211267605634,0.17667844522968196,,,,
0.38053097345132747,0.0684931506849315,,,,,,,,0.1197604790419162,
,,,,,0.3098591549295775,,,,,
0.2920353982300885,,,,,,,,,,
0.34513274336283184,,0.11,,,,0.215547703180212,0.4941262848751933,0.3385826771653542,,
,0.1917808219178082,,,,,,,0.5433070866141732,,0.19999999999999996
,,,,0.15692821368948245,,,,,,0.1692307692307693
,,,0.07534246575342465,0.11686143572621036,,0.0353356890459364,,,,0.2153846153846155
,,0.07,,,,0.26855123674911663,,,,0.2615384615384615
0.20353982300884965,,0.0,,0.15525876460767946,0.295774647887324,,0.47944199706314805,,,0.33846153846153837
,,0.12,,,,,0.6776798825256947,,,
0.05309734513274339,,0.25,,,,0.15547703180212014,0.41336270190896585,0.5039370078740153,0.1317365269461078,
0.2831858407079646,,,0.31506849315068486,0.12353923205342235,,,,,,
,,0.14,,,,,,,,
0.3097345132743363,0.1780821917808219,0.28,,,,,,,,0.19999999999999996
,0.33561643835616434,,,0.12687813021702837,,,0.55286343612336,,,
,0.25342465753424653,0.2,,,,,,0.3700787401574801,,
0.3097345132743363,,0.22,0.08904109589041095,,,,0.4941262848751933,,,
,,,,0.06343906510851419,,0.0176678445229682,,,0.1137724550898204,
0.36283185840707965,,,0.04794520547945205,0.1686143572621035,0.15492957746478872,0.10954063604240281,,,,
,,,,,,,,,0.1497005988023952,
0.3716814159292037,0.3698630136986301,0.26,,0.1035058430717863,,0.06007067137809187,,,0.24550898203592816,
,,,0.08904109589041095,,,,,0.5196850393700787,0.17964071856287425,0.15384615384615397
,,,,,,,,0.3622047244094486,,
,0.2671232876712329,,,,,,,,,
,,0.04,,,0.33802816901408456,0.13780918727915192,,,,0.1692307692307693
,,,0.17123287671232876,,0.04225352112676056,,,,,0.18461538461538463
,0.3493150684931507,,,,,,,0.4094488188976375,0.26347305389221565,0.15384615384615397
,,,,,,0.16961130742049468,,0.5433070866141732,0.155688622754491,
,,,,,0.11267605633802817,,0.4500734214390576,,0.125748502994012,
0.2743362831858408,0.39041095890410954,0.49,0.06164383561643835,,,,,,0.2275449101796407,
,0.41438356164383555,,,0.12353923205342235,,,0.4500734214390576,,,
,,,,,0.14084507042253522,,0.4941262848751933,,,
