0,1,2,3,4,5,6,7,8,9,10,11,12
,0.18,0.06781524926686218,,0.31481481481481477,,0.6416065911431514,,,0.20801526717557245,,,
,0.0,,,0.15020576131687247,0.6871048093504503,,,0.08695652173913043,,,,0.09933774834437087
0.000264471526768385,0.0,,0.0,0.15020576131687247,,0.5746652935118435,,,,,,
0.0015536718718739421,,,0.0,0.28600823045267487,,,0.43838718184215547,0.17391304347826086,,0.2765957446808509,,
0.0023032513924937294,0.125,,,,,,,,0.2366412213740458,,,
,0.125,0.27162756598240473,0.0,,,0.8547888774459321,,0.17391304347826086,0.2366412213740458,0.2765957446808509,,
0.0009830293128416045,0.125,,0.0,0.28600823045267487,,,,0.17391304347826086,,0.2765957446808509,0.983862020273337,0.38576158940397354
0.006980677056100335,,,,0.31481481481481477,,0.5520082389289392,,0.13043478260869565,,,0.9967724040546674,0.1859823399558499
,0.0,0.28152492668621704,,0.31481481481481477,0.46541483042728504,,,,0.22900763358778625,0.8936170212765959,,0.35706401766004414
0.008951231585341017,,0.28152492668621704,,,0.3630963786165934,0.34706488156539655,0.24251379934345135,,0.22900763358778625,0.8936170212765959,,0.2748344370860927
,0.0,0.28152492668621704,0.0,0.31481481481481477,0.46062464073577314,,0.2621375114805081,,,,0.9889807857178878,0.33388520971302427
0.01378163036749066,,0.28152492668621704,,,0.4945391837516767,,,,0.22900763358778625,0.8936170212765959,,0.46881898454746135
0.011038679607076014,0.0,0.28152492668621704,,0.31481481481481477,0.43150028741138147,1.0,0.26967599959988725,,,,0.994049119975793,0.5008278145695364
0.009376431664289083,0.0,,0.0,0.31481481481481477,,,,0.13043478260869565,,0.8936170212765959,0.764284633617429,0.4078366445916115
,,0.28152492668621704,0.0,0.31481481481481477,,0.9001029866117405,0.32303649210231977,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9495183821675324,
,,0.28152492668621704,0.0,,0.562176662195823,0.9423274974253347,,,0.22900763358778625,,,0.30546357615894043
,,,0.0,0.31481481481481477,,0.8692070030895983,0.282752412043394,,,,0.9579656059307076,0.2828366445916115
,,,0.0,,,,,,,0.8936170212765959,,
,0.0,0.20161290322580644,,0.23456790123456794,,0.6725025746652935,,,0.17557251908396948,,0.9999999999999999,0.2193708609271523
,0.0,0.20161290322580644,0.0,,,,,0.17391304347826086,,,0.9512330425134904,
0.0008297190015317544,,,,0.23456790123456794,0.43858976815481887,,,,,0.7021276595744679,,0.19426048565121412
0.00023951926202440645,,0.09127565982404694,0.0,,0.5813374209618701,,,0.08695652173913043,0.12404580152671751,0.6063829787234043,0.9967976196479903,
0.00030650822503076327,0.75,,0.0,0.08847736625514402,0.6635370760682123,,,0.08695652173913043,0.12404580152671751,,,
,0.0,0.23643695014662755,,0.12962962962962965,0.6148687488024526,,,0.08695652173913043,0.08778625954198471,0.5638297872340423,0.9710272832719755,
0.0017201327010894023,0.0,0.23643695014662755,0.0,0.12962962962962965,,,0.41750857059716834,0.08695652173913043,,0.5638297872340423,,0.157560706401766
0.0013079707424580092,0.0,0.23643695014662755,0.0,,0.48055182985246214,,0.41750857059716834,,,0.5638297872340423,,
0.0018556841933472315,0.0,,,,0.40639969342785986,,,,0.08778625954198471,,,0.2339955849889625
0.0025059042453468524,0.0,,,,,,,,,0.5638297872340423,,
,,0.23643695014662755,,0.12962962962962965,,,0.43106693704589477,,0.08778625954198471,0.5638297872340423,0.9999999999999999,0.8024282560706402
0.002399126535856854,0.0,0.23643695014662755,0.0,0.12962962962962965,,,,,0.08778625954198471,,0.9999999999999999,0.3992825607064017
0.00041643306701099296,,0.18988269794721407,,0.11111111111111105,0.4893657788848439,0.6189495365602471,,0.13043478260869565,0.10687022900763354,,0.9926118311563872,
0.0005314158004933805,0.21,,0.0,,,0.18743563336766222,0.5169729651083488,,0.10687022900763354,,0.9999999999999999,0.09795805739514349
0.000488817114286318,,0.18988269794721407,0.0,0.11111111111111105,0.4669476911285687,0.19052523171987643,,0.13043478260869565,,,0.9999999999999999,0.184878587196468
8.182544474601967e-05,,0.12976539589442815,0.0,,,,0.5628949976811648,0.08695652173913043,0.5381679389312977,,0.9999999999999999,0.3606512141280353
,0.9,,,0.03703703703703709,,,,0.17391304347826086,,,,0.08498896247240617
,0.85,,,0.05144032921810693,0.5407166123778501,,,,0.24045801526717553,,0.9999999999999999,0.11147902869757173
0.001664945484921414,,,,0.13991769547325106,0.49511400651465787,0.27085478887744596,0.6079167765461176,,0.1851145038167939,0.7553191489361701,,0.14155629139072848
0.0013507942238429455,,,0.0,,,0.41709577754891863,0.6230210332002656,0.30434782608695654,0.1851145038167939,0.7553191489361701,,
,0.17500000000000002,,0.0,,0.6788656830810501,0.5829042224510813,,,0.05534351145038163,0.6382978723404256,0.9907710928438146,
0.00033179768254155224,0.8,0.10667155425219943,0.0,,0.5228971067254263,0.1534500514933059,0.49849503041766324,0.13043478260869565,0.28625954198473275,,0.9999999999999999,0.08112582781456953
0.0004211537657463403,0.8,,0.0,0.026748971193415683,,0.29042224510813597,,0.13043478260869565,0.28625954198473275,,,0.2348233995584989
,,,0.0,0.0493827160493826,0.44395478060931215,,0.48817393992852537,0.13043478260869565,0.30152671755725186,0.6702127659574466,,
,0.125,,0.0,0.0493827160493826,0.44529603372293536,0.309989701338826,,0.13043478260869565,0.30152671755725186,0.6702127659574466,0.9999999999999999,
0.000998090589759141,,0.45344574780058655,,,0.5221306763747843,,,,0.4026717557251908,0.6489361702127658,0.9655302839275809,
0.0010701374442676555,0.0,,,,0.5207894232611611,0.737384140061792,,,0.4026717557251908,0.6489361702127658,,0.282560706401766
0.0009076105306649845,0.0,0.45344574780058655,0.0,,,0.44181256436663235,0.2692486064254471,0.17391304347826086,,,,
0.0008716433022051957,0.0,,0.0,0.10699588477366251,,,,0.17391304347826086,0.4026717557251908,,0.9978818901608755,
0.0003912560070891407,,0.16129032258064516,,,,,,0.13043478260869565,0.1793893129770992,0.6808510638297873,0.9999999999999999,
,,,,0.08436213991769548,0.5859360030657214,,,,0.1793893129770992,,0.9967976196479903,0.15149006622516556
0.0003402275017118153,0.25,0.16129032258064516,,,,0.3017507723995881,0.38839127390446393,0.13043478260869565,0.1793893129770992,0.6808510638297873,,0.1376931567328918
,,,,,,,0.38839127390446393,0.13043478260869565,0.1793893129770992,,,
0.0004975841262233916,0.0,,0.0,0.13168724279835387,0.541866257903813,0.4644696189495366,,,,0.6276595744680851,0.9999999999999999,0.21771523178807944
,,,,,0.5880436865299866,,0.3008211405032328,,,,0.988400827071461,0.13245033112582782
0.000512083415196244,,,,,,0.4346035015447992,0.29986632596459,0.08695652173913043,,0.6276595744680851,,
,0.0,,0.0,0.13168724279835387,,,0.2380670916349153,,0.1145038167938931,,,0.18515452538631344
0.0005248967403350438,0.0,0.10813782991202346,0.0,,,0.619979402677652,0.2077767370804499,,0.1583969465648855,,0.9978818901608755,0.10954746136865343
,0.0,,0.0,,0.5472312703583061,,,0.043478260869565216,0.1583969465648855,0.5531914893617023,,
,,,,,,,,,0.1583969465648855,0.5531914893617023,,
,0.28,0.5344574780058651,,,,,,,0.1583969465648855,0.5957446808510638,,0.17742825607064017
0.0004115999706867088,,,0.0,0.1625514403292181,0.5150411956313469,0.7662203913491246,0.2260091480326274,,,,0.9999999999999999,
0.0012219865869213266,0.0,,,,0.49856294309254656,,,0.043478260869565216,0.1698473282442748,,,
0.0008491637844178277,0.0,0.08907624633431087,0.0,,0.8160567158459476,,0.2151151688203039,,0.1698473282442748,,,
,0.0,,,,,0.6138002059732235,,,0.1698473282442748,,,0.1230684326710817
0.0015998672809269833,0.0,,,,,0.7929969104016479,,0.17391304347826086,,0.8829787234042552,0.994603863028897,
,0.0,,,,,0.7044284243048403,0.15699879056825106,,0.37595419847328243,,0.9966715416813757,
0.0025001719683110735,0.0,0.29692082111436957,0.0,0.2777777777777778,,0.8496395468589084,,0.17391304347826086,,,0.1777195017398759,0.24558498896247244
,0.0,,0.0,0.2777777777777778,0.4935811458133742,0.8702368692070032,0.1441406214478626,0.17391304347826086,,,,0.32312362030905073
0.0014980350653502061,0.0,,0.0,0.2777777777777778,,,,,,0.8829787234042552,,
,,,0.0,0.2777777777777778,,0.9165808444902164,0.09833680400840238,0.17391304347826086,,,0.9968984820212821,0.46716335540838855
0.00140328389787645,0.0,,0.0,,0.4916650699367694,0.8475798146240989,0.09027998799661723,,0.37595419847328243,0.8829787234042552,0.9767764385495991,0.3410596026490066
0.0013678786573613452,0.0,,0.0,0.2777777777777778,,,,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.9958142115083968,0.29083885209713023
,0.0,,,,0.5046943858976817,,0.14987860215151544,,0.37595419847328243,,,
0.0024255399692570115,0.0,0.3500733137829912,,0.33333333333333337,,0.9526261585993822,,0.21739130434782608,0.46755725190839686,,0.9999999999999999,
,0.0,0.3500733137829912,0.0,0.33333333333333337,0.5159992335696492,0.8372811534500515,,,,0.5531914893617023,,
0.001854785012635737,0.0,0.3500733137829912,0.0,0.33333333333333337,0.45353515999233573,0.878475798146241,0.12126144640762397,0.21739130434782608,,0.5531914893617023,0.8689041303141863,
,0.0,0.3500733137829912,0.0,,0.4713546656447595,,,0.21739130434782608,,0.5531914893617023,0.9939734731958243,0.23647902869757176
,,0.3500733137829912,,,,,,0.21739130434782608,0.46755725190839686,0.5531914893617023,,0.37637969094922735
0.0015560322212416157,,,0.0,,0.41578846522322277,,0.14818721639734833,0.21739130434782608,,,,0.3278145695364238
0.0007043956898671775,0.0,,,0.4032921810699587,0.44242191990802826,,0.10258345533741327,,0.001908396946564861,0.6914893617021276,0.980457915174744,
,0.0,,,,,,,0.043478260869565216,0.001908396946564861,,,
0.0016191996662241201,0.0,,0.0,,,0.9691040164778579,,,0.001908396946564861,0.6914893617021276,,0.6534216335540839
0.00182870877200239,,,,,,0.8805355303810505,,,0.001908396946564861,,0.9700438751323819,
