0,1,2,3,4,5,6,7,8,9,10,11,12
,0.18,0.06781524926686218,,0.31481481481481477,,0.6416065911431514,,0.0,0.20801526717557245,0.2872340425531916,0.9999999999999999,0.08967991169977926
,0.0,,,0.15020576131687247,0.6871048093504503,,0.44854458983895457,0.08695652173913043,,,,0.09933774834437087
0.000264471526768385,0.0,0.06304985337243403,0.0,0.15020576131687247,,0.5746652935118435,,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9929900650562308,
0.0015536718718739421,0.125,0.27162756598240473,0.0,0.28600823045267487,0.5002874113814907,0.9598352214212151,0.43838718184215547,0.17391304347826086,,0.2765957446808509,,
0.0023032513924937294,0.125,,0.0,,0.3966277064571758,1.0,,,0.2366412213740458,0.2765957446808509,,
,0.125,0.27162756598240473,0.0,0.28600823045267487,,0.8547888774459321,,0.17391304347826086,0.2366412213740458,0.2765957446808509,,
0.0009830293128416045,0.125,,0.0,0.28600823045267487,0.4460624640735774,0.3717816683831102,,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.983862020273337,0.38576158940397354
0.006980677056100335,,,,0.31481481481481477,0.4355240467522513,0.5520082389289392,,0.13043478260869565,,0.8936170212765959,0.9967724040546674,0.1859823399558499
,0.0,0.28152492668621704,,0.31481481481481477,0.46541483042728504,,,,0.22900763358778625,0.8936170212765959,,0.35706401766004414
0.008951231585341017,0.0,0.28152492668621704,,,0.3630963786165934,0.34706488156539655,0.24251379934345135,,0.22900763358778625,0.8936170212765959,0.7278985324524686,0.2748344370860927
,0.0,0.28152492668621704,0.0,0.31481481481481477,0.46062464073577314,0.8887744593202884,0.2621375114805081,0.13043478260869565,,0.8936170212765959,0.9889807857178878,0.33388520971302427
0.01378163036749066,,0.28152492668621704,0.0,0.31481481481481477,0.4945391837516767,,,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9999999999999999,0.46881898454746135
0.011038679607076014,0.0,0.28152492668621704,0.0,0.31481481481481477,0.43150028741138147,1.0,0.26967599959988725,,0.22900763358778625,,0.994049119975793,0.5008278145695364
0.009376431664289083,0.0,0.28152492668621704,0.0,0.31481481481481477,,0.8527291452111225,,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.764284633617429,0.4078366445916115
0.007481071122047147,0.0,0.28152492668621704,0.0,0.31481481481481477,,0.9001029866117405,0.32303649210231977,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9495183821675324,
,0.0,0.28152492668621704,0.0,0.31481481481481477,0.562176662195823,0.9423274974253347,0.3023670307086542,0.13043478260869565,0.22900763358778625,,0.9774068283826719,0.30546357615894043
,,0.28152492668621704,0.0,0.31481481481481477,,0.8692070030895983,0.282752412043394,,0.22900763358778625,0.8936170212765959,0.9579656059307076,0.2828366445916115
0.012638996478358745,,0.28152492668621704,0.0,,0.4123395286453343,,0.2822068037355982,,,0.8936170212765959,,0.5758830022075054
,0.0,0.20161290322580644,,0.23456790123456794,,0.6725025746652935,,0.17391304347826086,0.17557251908396948,,0.9999999999999999,0.2193708609271523
0.0010241668303924878,0.0,0.20161290322580644,0.0,,,,,0.17391304347826086,0.17557251908396948,0.7021276595744679,0.9512330425134904,
