0,1,2,3
0.18498583569405103,0.27419928825622775,0.4441969809453141,0.8639410187667562
0.6184135977337111,0.5895017793594305,,
,0.4329181494661921,0.354615194258848,0.6867292225201074
0.2830028328611899,0.27224199288256223,0.599851521900522,0.9603217158176944
,0.8172597864768684,0.3788666171739692,0.6678284182305629
,0.29181494661921703,,0.7084450402144773
0.8339943342776205,0.7855871886120996,,0.15107238605898127
0.14050991501416432,0.22811387900355873,,0.7449061662198393
0.7498583569405101,0.7706405693950177,,0.5943699731903487
0.17932011331444764,0.21583629893238432,0.39965355110121337,0.734182305630027
0.4280453257790369,,0.6050482553823322,0.4449061662198392
0.37082152974504257,,0.5498638950754788,0.6939678284182307
0.6674220963172806,0.7642348754448399,0.451125958921061,0.6089812332439679
0.7033994334277621,0.6597864768683274,0.4682009403612959,0.6286863270777479
0.1708215297450425,0.2852313167259787,0.6265775798069804,0.889544235924933
0.5668555240793202,0.5925266903914589,0.46572630536995874,0.5202412868632709
0.7184135977337112,0.748932384341637,0.5637218510269726,0.31461126005361933
0.3288951841359774,0.28238434163701065,0.031675327889136184,0.9414209115281502
0.5371104815864023,0.5603202846975089,0.4828012868101972,0.7784182305630027
0.18356940509915015,0.19074733096085406,0.6802771591190329,
,0.8172597864768684,0.3835684236575112,0.29423592493297585
0.3971671388101984,0.48736654804270463,0.7772828507795104,0.4394101876675604
0.5878186968838527,0.8083629893238434,0.320712694877507,0.9052278820375337
0.6473087818696884,0.6215302491103202,0.6213808463251702,0.45576407506702415
0.5572237960339944,0.7393238434163699,0.38827023014105677,
0.7124645892351276,0.711387900355872,0.5483791140806744,0.28646112600536194
0.40226628895184147,0.7135231316725977,0.5223954466716165,
0.4104815864022664,0.253914590747331,0.2907696114823075,0.8049597855227884
,0.290035587188612,0.5859935659490247,0.6678284182305629
0.664872521246459,0.7532028469750888,0.39990101460034566,0.5761394101876678
0.5569405099150142,0.7999999999999997,0.4659737688690946,0.8418230563002682
0.8138810198300284,0.748932384341637,0.5315515961395718,0.09932975871313676
0.46713881019830034,0.33274021352313166,0.6201435288295016,0.5050938337801609
0.6801699716713882,,0.2600841375897076,0.8146112600536193
0.8303116147308783,0.7788256227758005,0.4137589705518465,
,0.253914590747331,0.3266518188567211,0.8627345844504022
0.18725212464589236,0.30106761565836304,0.3838158871566435,0.8340482573726542
0.6201133144475921,0.7806049822064057,0.4662212323682269,0.6383378016085792
0.39376770538243633,0.26263345195729526,0.4929472902746852,0.9638069705093835
0.773371104815864,0.8814946619217082,0.2578569660974992,
0.6209631728045326,0.6345195729537366,0.41623360554318367,0.7123324396782844
0.7492917847025496,0.711387900355872,0.5362534026231138,0.23914209115281498
0.39971671388101987,0.2818505338078292,0.5728780004949279,0.6408847184986597
0.8529745042492919,0.7640569395017792,0.5614946795347713,0.214343163538874
,0.8830960854092526,0.23731749566939087,
,0.2743772241992882,0.7978223212076259,0.9005361930294906
0.39405099150141654,0.29181494661921703,0.7468448403860464,0.5548257372654157
0.4512747875354108,0.45409252669039146,0.5609997525364996,0.860857908847185
0.7172804532577904,0.6081850533807828,0.2830982430091602,
0.6801699716713882,0.731850533807829,0.5025983667409086,0.4659517426273459
0.4906515580736544,0.7695729537366548,0.43949517446176856,
0.23909348441926348,0.28647686832740216,0.637960900767137,0.7888739946380698
0.7963172804532579,0.7898576512455516,0.40163325909428593,0.5575067024128688
0.7881019830028329,0.736476868327402,0.6233605543182392,0.4410187667560322
0.7742209631728046,0.6430604982206406,0.41450136104924695,0.19289544235924944
,0.33096085409252674,0.4828012868101972,0.700402144772118
0.39801699716713884,0.23594306049822056,0.5879732739420938,0.5623324396782843
0.12747875354107652,0.2973309608540925,0.2900272209849071,0.6994638069705095
0.9011331444759207,0.9218861209964412,0.40806731007176467,0.5113941018766757
0.14390934844192638,0.32544483985765116,0.6676565206632041,0.6328418230563002
0.7252124645892352,0.7939501779359431,,0.535254691689008
0.701699716713881,,0.5345211581291771,0.5403485254691691
0.3807365439093485,0.31423487544483986,,0.21273458445040222
0.5504249291784702,0.2902135231316726,0.48775055679287505,0.3178284182305631
,0.5816725978647687,0.46523137837169415,0.595308310991957
0.7031161473087819,0.6953736654804269,,0.4776139410187668
0.8297450424929179,0.8177935943060496,0.3761445186834962,0.27225201072386057
0.17280453257790374,0.25978647686832745,0.7592180153427392,0.8428954423592494
0.37280453257790375,0.5843416370106761,0.658995298193517,0.7449061662198393
0.5980169971671389,0.6501779359430605,0.5043306112348453,0.7072386058981233
0.3042492917847026,0.24110320284697506,,0.6686327077747991
0.21444759206798875,0.2861209964412811,0.5493689680772107,0.820911528150134
0.8073654390934845,0.9231316725978645,0.37441227418955947,0.5667560321715819
0.66657223796034,0.8131672597864769,0.36748329621380904,0.8975871313672923
0.5203966005665722,0.5546263345195729,0.6782974511259603,
0.5821529745042493,,,0.6439678284182306
0.21586402266288957,0.20960854092526693,0.4983914872556312,0.6626005361930296
0.591784702549575,0.6313167259786477,,0.6155495978552279
0.5521246458923513,0.6055160142348753,0.5181885671863427,0.7904825737265417
0.37280453257790375,0.32580071174377223,0.4513734224201933,0.8280160857908847
0.3405099150141644,0.2743772241992882,0.7908933432318719,0.6369973190348526
0.6113314447592069,,0.30512249443207295,0.9134048257372656
0.5572237960339944,0.3927046263345195,0.3462014352882967,0.5091152815013404
0.5300283286118981,0.3279359430604982,0.5694135115070544,0.5702412868632707
,0.43540925266903907,0.39618906211333993,0.820911528150134
0.35609065155807373,0.3466192170818506,0.7844592922543931,0.7522788203753352
0.7569405099150143,0.7914590747330962,0.2863152684978978,0.5693029490616623
0.3422096317280454,0.1841637010676157,0.5817866864637473,0.535254691689008
0.68328611898017,,0.3964365256124722,0.7221179624664882
0.45410764872521253,0.6389679715302491,0.6733481811432824,0.6048257372654158
0.126628895184136,0.27935943060498225,,0.876005361930295
0.47592067988668557,0.7535587188612097,,
0.40849858356940516,,0.4224201930215301,0.7701072386058982
0.19405099150141647,0.2784697508896796,0.7329868844345491,0.9784182305630027
0.5019830028328612,0.7327402135231317,0.5154664686958697,0.7493297587131367
0.23682719546742215,0.2686832740213523,0.6347438752783958,0.57171581769437
0.308215297450425,,0.5731254639940602,0.7689008042895444
0.6220963172804533,0.6496441281138788,0.41846077703538853,0.3923592493297587
0.35750708215297455,0.3227758007117437,,0.7718498659517428
0.3609065155807366,0.30925266903914594,0.851274437020539,0.5506702412868634
0.6447592067988669,0.4731316725978648,0.31947537738183485,
0.2269121813031162,0.2540925266903915,0.442959663449642,0.585254691689008
0.5314447592067989,0.3476868327402135,,0.49772117962466494
0.1926345609065156,,0.7899034892353392,0.9388739946380698
0.23172804532577906,0.3231316725978648,0.7438752783964411,0.99343163538874
0.34447592067988675,0.4749110320284696,0.47414006434051004,0.8016085790884719
,0.38523131672597855,0.534768621628313,0.5089812332439678
0.43994334277620406,0.37580071174377216,,0.7719839142091154
0.309915014164306,0.27188612099644127,0.6817619401138373,0.7722520107238606
0.7832861189801701,0.4259786476868327,0.27196238554813235,0.382573726541555
0.5552407932011332,0.5612099644128113,0.34991338777530245,0.7218498659517427
0.4906515580736544,,0.28656273199703364,0.8865951742627347
,0.45231316725978643,0.3932195001237311,
0.3144475920679887,0.28113879003558706,0.4704281118535043,0.8529490616621984
0.7048158640226629,0.8007117437722419,0.34471665429349585,0.5727882037533514
0.296600566572238,,,0.9785522788203755
0.730028328611898,0.7316725978647688,0.29522395446671723,0.34410187667560327
0.8600566572237962,0.8514234875444838,0.21133382826033298,0.593833780160858
0.6917847025495751,0.6140569395017793,0.4959168522642905,0.5504021447721181
0.2988668555240794,0.40355871886120986,0.49269982677554935,0.9119302949061663
0.21841359773371105,0.2775800711743772,0.7569908438505344,0.8167560321715819
,0.8551601423487544,,0.8142091152815014
0.1730878186968839,0.30106761565836304,0.3875278396436528,0.7522788203753352
0.61671388101983,0.595373665480427,0.4154912150457797,0.7482573726541555
0.5373937677053825,0.6313167259786477,0.6377134372680047,0.7351206434316355
,0.2768683274021353,,0.6396782841823057
0.5994334277620397,,0.42959663449641283,0.6651474530831101
0.14390934844192638,0.24928825622775797,0.6760702796337554,0.651608579088472
0.5147308781869688,0.5546263345195729,,0.6430294906166221
0.5637393767705383,0.6211743772241992,0.5654540955209129,0.8605898123324398
0.6008498583569405,,0.4664686958673627,
0.7337110481586403,0.7855871886120996,0.41474882454837925,0.439946380697051
,0.2160142348754448,0.5006186587478361,0.686058981233244
0.7186968838526913,0.6637010676156582,0.4206879485275934,0.36554959785522795
0.506515580736544,0.25551601423487535,0.2128186092551374,0.46621983914209125
0.8373937677053825,,0.11012125711457799,0.5010723860589812
0.3906515580736544,0.32651245551601427,0.7916357337292794,
0.6654390934844193,0.8224199288256228,0.4278643900024761,0.8284182305630028
0.12067988668555242,0.2807829181494662,0.8582034149962894,0.8233243967828421
0.22804532577903686,0.23167259786476868,,0.8014745308310993
,0.2667259786476869,0.45186834941846143,0.5313672922252011
0.8359773371104817,0.8713523131672597,0.4956693887651582,0.1463806970509383
0.1226628895184136,0.23380782918149468,0.4828012868101972,0.6674262734584451
0.7396600566572239,0.7806049822064057,0.5028458302400409,0.2529490616621984
0.6747875354107649,0.596085409252669,0.5436773075971324,0.36447721179624665
0.7507082152974505,,0.5389755011135868,0.4521447721179625
0.6410764872521247,0.7914590747330962,,0.7347184986595177
0.26968838526912187,0.2871886120996441,0.5120019797079962,0.8463806970509384
0.624929178470255,0.686476868327402,0.6466221232368241,
0.5475920679886686,,,0.812868632707775
0.6022662889518414,0.8026690391459074,0.38975501113585764,
0.6838526912181303,0.6010676156583629,,
0.41444759206798876,0.33096085409252674,,0.68029490616622
,0.2879003558718861,0.5392229646127191,
0.3739376770538244,0.2519572953736655,0.6097500618658742,0.622520107238606
0.5297450424929179,0.6850533807829181,0.6869586735956474,0.6675603217158177
